Country Name,"Time","Agricultural irrigated land (% of total agricultural land)","Annual freshwater withdrawals, total (% of internal resources)","Arable land (% of land area)","ARI treatment (% of children under 5 taken to a health provider)","CPIA policy and institutions for environmental sustainability rating (1=low to 6=high)","Diarrhea treatment (% of children under 5 who received ORS packet)","Disaster risk reduction progress score (1-5 scale; 5=best)","Improved sanitation facilities (% of population with access)","Improved water source (% of population with access)","Life expectancy at birth, total (years)","Plant species (higher), threatened","Mammal species, threatened","Fish species, threatened","Bird species, threatened","Mortality rate, neonatal (per 1,000 live births)","Risk of catastrophic expenditure for surgical care (% of people at risk)"
Finland,"2008","NA","NA","7.43369529450477","NA","NA","NA","NA","97.5","100","79.5682926829268","NA","NA","NA","NA","1.9","NA"
Finland,"2009","NA","NA","7.43106284962159","NA","NA","NA","NA","97.6","100","79.719512195122","NA","NA","NA","NA","1.8","NA"
Finland,"2010","0.655351455124569","NA","7.41954590325765","NA","NA","NA","NA","97.6","100","79.8707317073171","NA","NA","NA","NA","1.7","NA"
Finland,"2011","NA","NA","7.40564019875613","NA","NA","NA","3.5","97.6","100","80.4707317073171","NA","NA","NA","NA","1.6","NA"
Finland,"2012","NA","NA","7.40103326861693","NA","NA","NA","NA","97.6","100","80.6268292682927","NA","NA","NA","NA","1.5","NA"
Finland,"2013","0.420633163604162","NA","7.31876665898845","NA","NA","NA","NA","97.6","100","80.9756097560976","NA","NA","NA","NA","1.4","NA"
Finland,"2014","NA","6.13271028037383","NA","NA","NA","NA","NA","97.6","100","81.1292682926829","NA","NA","NA","NA","1.3","1.6"
France,"2005","5.66619194690355","NA","33.5574808786681","NA","NA","NA","NA","98.7","100","80.1634146341463","NA","NA","NA","NA","2.4","NA"
France,"2006","NA","NA","33.490455770734","NA","NA","NA","NA","98.7","100","80.8121951219512","NA","NA","NA","NA","2.3","NA"
France,"2007","5.08574727012525","15.705","33.3951230559066","NA","NA","NA","NA","98.7","100","81.1121951219512","NA","NA","NA","NA","2.3","NA"
France,"2008","NA","NA","33.3640150705771","NA","NA","NA","NA","98.7","100","81.2146341463415","NA","NA","NA","NA","2.3","NA"
France,"2009","NA","NA","33.3411863970326","NA","NA","NA","NA","98.7","100","81.4146341463415","NA","NA","NA","NA","2.3","NA"
France,"2010","NA","NA","33.4279353565017","NA","NA","NA","NA","98.7","100","81.6634146341463","NA","NA","NA","NA","2.3","NA"
France,"2011","NA","NA","33.3744066827746","NA","NA","NA","NA","98.7","100","82.1146341463415","NA","NA","NA","NA","2.2","NA"
France,"2012","NA","15.115","33.390782031591","NA","NA","NA","NA","98.7","100","81.9682926829268","NA","NA","NA","NA","2.2","NA"
France,"2013","NA","NA","33.4315879442688","NA","NA","NA","NA","98.7","100","82.219512195122","NA","NA","NA","NA","2.3","NA"
France,"2014","NA","15.115","NA","NA","NA","NA","NA","98.7","100","82.3731707317073","NA","NA","NA","NA","2.3","0.5"
French Polynesia,"2005","NA","NA","0.819672131147541","NA","NA","NA","NA","98.2","100","74.2266829268293","NA","NA","NA","NA","NA","NA"
French Polynesia,"2006","NA","NA","0.819672131147541","NA","NA","NA","NA","98.2","100","74.5699512195122","NA","NA","NA","NA","NA","NA"
French Polynesia,"2007","NA","NA","0.819672131147541","NA","NA","NA","NA","98.3","100","74.8919756097561","NA","NA","NA","NA","NA","NA"
French Polynesia,"2008","NA","NA","0.819672131147541","NA","NA","NA","NA","98.3","100","75.1866585365854","NA","NA","NA","NA","NA","NA"
French Polynesia,"2009","NA","NA","0.683060109289617","NA","NA","NA","NA","98.3","100","75.4534634146341","NA","NA","NA","NA","NA","NA"
French Polynesia,"2010","NA","NA","0.683060109289617","NA","NA","NA","NA","98.4","100","75.6953902439025","NA","NA","NA","NA","NA","NA"
French Polynesia,"2011","NA","NA","0.683060109289617","NA","NA","NA","NA","98.4","100","75.9170243902439","NA","NA","NA","NA","NA","NA"
French Polynesia,"2012","NA","NA","0.683060109289617","NA","NA","NA","NA","98.4","100","76.1270243902439","NA","NA","NA","NA","NA","NA"
French Polynesia,"2013","NA","NA","0.683060109289617","NA","NA","NA","NA","98.5","100","76.3340731707317","NA","NA","NA","NA","NA","NA"
French Polynesia,"2014","NA","NA","NA","NA","NA","NA","NA","98.5","100","76.5416829268293","NA","NA","NA","NA","NA","NA"
Gabon,"2005","NA","NA","1.26130321729344","NA","NA","NA","NA","39.8","87.9","59.4680487804878","NA","NA","NA","NA","28.2","NA"
Gabon,"2006","NA","NA","1.26130321729344","NA","NA","NA","NA","40","88.6","59.8870731707317","NA","NA","NA","NA","27.8","NA"
Gabon,"2007","NA","0.0848170731707317","1.26130321729344","NA","NA","NA","NA","40.3","89.3","60.3927804878049","NA","NA","NA","NA","27.4","NA"
Gabon,"2008","NA","NA","1.26130321729344","NA","NA","NA","NA","40.5","89.9","60.9491951219512","NA","NA","NA","NA","27","NA"
Gabon,"2009","NA","NA","1.26130321729344","NA","NA","NA","NA","40.7","90.5","61.5314634146342","NA","NA","NA","NA","26.4","NA"
Gabon,"2010","NA","NA","1.26130321729344","NA","NA","NA","NA","40.9","91.1","62.1208292682927","NA","NA","NA","NA","25.9","NA"
Gabon,"2011","NA","NA","1.26130321729344","NA","NA","NA","NA","41.2","91.6","62.7050975609756","NA","NA","NA","NA","25.3","NA"
Gabon,"2012","NA","NA","1.26130321729344","54","NA","26.1","NA","41.4","92.2","63.2807317073171","NA","NA","NA","NA","24.7","NA"
Gabon,"2013","NA","NA","1.26130321729344","NA","NA","NA","NA","41.6","92.7","63.8435853658537","NA","NA","NA","NA","24.2","NA"
Gabon,"2014","NA","0.0848170731707317","NA","NA","NA","NA","NA","41.8","93.2","64.3833902439024","NA","NA","NA","NA","23.8","40.1"
"Gambia, The","2005","NA","NA","32.1146245059289","NA","3","NA","NA","59.2","85.9","57.8920975609756","NA","NA","NA","NA","37.3","NA"
"Gambia, The","2006","NA","NA","28.9525691699605","69","3","38.7","NA","59.1","86.5","58.2508292682927","NA","NA","NA","NA","36.2","NA"
"Gambia, The","2007","NA","NA","29.9407114624506","NA","3","NA","NA","59","87.1","58.5694390243902","NA","NA","NA","NA","35.3","NA"
"Gambia, The","2008","NA","NA","36.7588932806324","NA","3.5","NA","NA","58.9","87.7","58.8530731707317","NA","NA","NA","NA","34.6","NA"
"Gambia, The","2009","NA","NA","42.2924901185771","NA","3.5","NA","NA","58.9","88.3","59.1077804878049","NA","NA","NA","NA","33.9","NA"
"Gambia, The","2010","NA","NA","44.4664031620553","68.8","3.5","38.9","NA","58.8","88.9","59.3406097560976","NA","NA","NA","NA","33.2","NA"
"Gambia, The","2011","NA","NA","44.4664031620553","NA","3.5","NA","NA","58.8","89.5","59.5605853658537","NA","NA","NA","NA","32.7","NA"
"Gambia, The","2012","NA","NA","43.4782608695652","NA","3.5","NA","NA","58.7","90.1","59.7781463414634","NA","NA","NA","NA","32.1","NA"
"Gambia, The","2013","NA","NA","43.4782608695652","68","3.5","59.2","NA","58.8","90.1","59.9992682926829","NA","NA","NA","NA","31.4","NA"
"Gambia, The","2014","NA","3.01666666666667","NA","NA","3.5","NA","NA","58.8","90.2","60.2284390243902","NA","NA","NA","NA","30.7","51.9"
Georgia,"2005","NA","NA","6.76356310260469","74","3.5","40","NA","92.5","93","72.990243902439","NA","NA","NA","NA","14.8","NA"
Georgia,"2006","3.9714058776807","NA","6.64843862426248","NA","3.5","NA","NA","91.8","93.8","73.2121463414634","NA","NA","NA","NA","13.7","NA"
Georgia,"2007","4.17163289630513","3.11887149492517","6.66282918405526","NA","3","NA","NA","91.2","94.6","73.4210243902439","NA","NA","NA","NA","12.6","NA"
Georgia,"2008","4.01750198886237","NA","6.60526694488416","NA","3","NA","NA","90.5","95.3","73.6214390243902","NA","NA","NA","NA","11.6","NA"
Georgia,"2009","NA","NA","6.47575190674917","NA","3","NA","NA","89.9","96.1","73.8154146341463","NA","NA","NA","NA","10.8","NA"
Georgia,"2010","NA","NA","5.97208231400201","NA","3","NA","NA","89.3","96.8","74.0024390243902","NA","NA","NA","NA","10","NA"
Georgia,"2011","NA","NA","5.79076126061304","NA","3","NA","2.75","88.7","97.6","74.1820487804878","NA","NA","NA","NA","9.3","NA"
Georgia,"2012","NA","3.13607431618785","5.75622391711038","NA","3","NA","NA","88.1","98.3","74.3527073170732","NA","NA","NA","NA","8.7","NA"
Georgia,"2013","NA","NA","6.49014246654195","NA","3","NA","NA","87.5","99","74.5139024390244","NA","NA","NA","NA","8.2","NA"
Georgia,"2014","NA","3.13607431618785","NA","NA","NA","NA","NA","86.9","99.6","74.6686341463415","NA","NA","NA","NA","7.6","58.7"
Germany,"2005","NA","NA","34.1323546278243","NA","NA","NA","NA","99.2","100","78.9317073170732","NA","NA","NA","NA","2.6","NA"
Germany,"2006","1.38439749793462","NA","34.0272998394127","NA","NA","NA","NA","99.2","100","79.1317073170732","NA","NA","NA","NA","2.6","NA"
Germany,"2007","NA","30.1869158878505","34.0637278802306","NA","NA","NA","NA","99.2","100","79.5341463414634","NA","NA","NA","NA","2.5","NA"
Germany,"2008","NA","NA","34.2253965522187","NA","NA","NA","NA","99.2","100","79.7365853658537","NA","NA","NA","NA","2.4","NA"
Germany,"2009","2.20893047494966","NA","34.2646510427125","NA","NA","NA","NA","99.2","100","79.8365853658537","NA","NA","NA","NA","2.4","NA"
Germany,"2010","NA","NA","33.9845655105144","NA","NA","NA","NA","99.2","100","79.9878048780488","NA","NA","NA","NA","2.3","NA"
Germany,"2011","NA","NA","34.0687399586872","NA","NA","NA","4.25","99.2","100","80.7414634146342","NA","NA","NA","NA","2.3","NA"
Germany,"2012","NA","30.8785046728972","33.9530613415964","NA","NA","NA","NA","99.2","100","80.8926829268293","NA","NA","NA","NA","2.3","NA"
Germany,"2013","NA","NA","34.0735640098697","NA","NA","NA","NA","99.2","100","80.8439024390244","NA","NA","NA","NA","2.2","NA"
Germany,"2014","NA","30.8785046728972","NA","NA","NA","NA","NA","99.2","100","80.8439024390244","NA","NA","NA","NA","2.2","0.3"
Ghana,"2005","0.0728476821192053","NA","17.5793267117869","NA","3.5","NA","NA","12","77","58.7010487804878","NA","NA","NA","NA","33.6","NA"
Ghana,"2006","0.117647058823529","NA","18.4582930473763","34","3.5","28.8","NA","12.3","78.3","59.1842195121951","NA","NA","NA","NA","33.4","NA"
Ghana,"2007","0.0714285714285714","NA","18.897776215171","NA","3.5","NA","NA","12.6","79.5","59.6358536585366","NA","NA","NA","NA","33.1","NA"
Ghana,"2008","NA","NA","19.7767425507603","60.4","3.5","44.5","NA","13","80.7","60.0304146341463","NA","NA","NA","NA","32.8","NA"
Ghana,"2009","NA","NA","20.216225718555","NA","3.5","NA","NA","13.3","81.9","60.3554634146342","NA","NA","NA","NA","32.4","NA"
Ghana,"2010","0.192061459667093","NA","20.3041223521139","NA","3.5","NA","NA","13.7","83.1","60.6099756097561","NA","NA","NA","NA","31.9","NA"
Ghana,"2011","NA","NA","20.7436055199086","41.3","3.5","35","3.25","14","84.3","60.808","NA","NA","NA","NA","31.2","NA"
Ghana,"2012","NA","NA","20.6557088863497","NA","4","NA","NA","14.4","85.4","60.9770243902439","NA","NA","NA","NA","30.5","NA"
Ghana,"2013","NA","NA","20.6557088863497","NA","4","NA","NA","14.7","86.5","61.1420731707317","NA","NA","NA","NA","29.7","NA"
Ghana,"2014","NA","3.24092409240924","NA","52.6","4","48.6","NA","14.8","87.6","61.3116341463415","NA","NA","NA","NA","29","36.2"
Gibraltar,"2005","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Gibraltar,"2006","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Gibraltar,"2007","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Gibraltar,"2008","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Gibraltar,"2009","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Gibraltar,"2010","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Gibraltar,"2011","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Gibraltar,"2012","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Gibraltar,"2013","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Gibraltar,"2014","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Greece,"2005","15.9186116098145","NA","20.4732350659426","NA","NA","NA","NA","97.1","99.4","79.2390243902439","NA","NA","NA","NA","3.6","NA"
Greece,"2006","17.7224371373308","NA","20.0465477114042","NA","NA","NA","NA","97.4","99.6","79.4390243902439","NA","NA","NA","NA","3.4","NA"
Greece,"2007","17.5493879529754","16.6034482758621","19.9146625290923","NA","NA","NA","NA","97.7","99.7","79.4390243902439","NA","NA","NA","NA","3.2","NA"
Greece,"2008","17.3606038470903","NA","19.8293250581846","NA","NA","NA","NA","98","99.8","79.9390243902439","NA","NA","NA","NA","3.1","NA"
Greece,"2009","16.8336183728317","NA","19.7595034910784","NA","NA","NA","NA","98.2","99.9","80.1878048780488","NA","NA","NA","NA","3.1","NA"
Greece,"2010","16.7439589943861","NA","19.9146625290923","NA","NA","NA","NA","98.5","100","80.3878048780488","NA","NA","NA","NA","3","NA"
Greece,"2011","16.8704156479218","NA","19.7982932505818","NA","NA","NA","NA","98.8","100","80.7317073170732","NA","NA","NA","NA","3","NA"
Greece,"2012","16.9040019641542","NA","19.7051978277735","NA","NA","NA","NA","99","100","80.6341463414634","NA","NA","NA","NA","3","NA"
Greece,"2013","NA","NA","19.7595034910784","NA","NA","NA","NA","99","100","81.2853658536585","NA","NA","NA","NA","3","NA"
Greece,"2014","NA","16.6034482758621","NA","NA","NA","NA","NA","99","100","81.2853658536585","NA","NA","NA","NA","3","9.8"
Greenland,"2005","NA","NA","0.00219271531246193","NA","NA","NA","NA","100","100","69.2207317073171","NA","NA","NA","NA","NA","NA"
Greenland,"2006","NA","NA","0.00219271531246193","NA","NA","NA","NA","100","100","69.5192682926829","NA","NA","NA","NA","NA","NA"
Greenland,"2007","NA","NA","0.00219271531246193","NA","NA","NA","NA","100","100","69.9826829268293","NA","NA","NA","NA","NA","NA"
Greenland,"2008","NA","NA","0.00219271531246193","NA","NA","NA","NA","100","100","70.2134146341463","NA","NA","NA","NA","NA","NA"
Greenland,"2009","NA","NA","0.00219271531246193","NA","NA","NA","NA","100","100","70.4678048780488","NA","NA","NA","NA","NA","NA"
Greenland,"2010","NA","NA","0.00219271531246193","NA","NA","NA","NA","100","100","70.8570731707317","NA","NA","NA","NA","NA","NA"
Greenland,"2011","NA","NA","0.00219271531246193","NA","NA","NA","NA","100","100","71.0624390243902","NA","NA","NA","NA","NA","NA"
Greenland,"2012","NA","NA","0.00219271531246193","NA","NA","NA","NA","100","100","71.3092682926829","NA","NA","NA","NA","NA","NA"
Greenland,"2013","NA","NA","0.00219271531246193","NA","NA","NA","NA","100","100","NA","NA","NA","NA","NA","NA","NA"
Greenland,"2014","NA","NA","NA","NA","NA","NA","NA","100","100","NA","NA","NA","NA","NA","NA","NA"
Grenada,"2005","NA","NA","5.88235294117647","NA","4","NA","NA","98","96.6","71.3720975609756","NA","NA","NA","NA","7.3","NA"
Grenada,"2006","NA","NA","5.88235294117647","NA","4","NA","NA","98","96.6","71.6059024390244","NA","NA","NA","NA","7.2","NA"
Grenada,"2007","NA","5","5.88235294117647","NA","4","NA","NA","98","96.6","71.844756097561","NA","NA","NA","NA","7.1","NA"
Grenada,"2008","2","NA","5.88235294117647","NA","4","NA","NA","98","96.6","72.0871463414634","NA","NA","NA","NA","7","NA"
Grenada,"2009","NA","NA","8.82352941176471","NA","4","NA","NA","98","96.6","72.3300731707317","NA","NA","NA","NA","6.9","NA"
Grenada,"2010","NA","NA","8.82352941176471","NA","4","NA","NA","98","96.6","72.567512195122","NA","NA","NA","NA","6.8","NA"
Grenada,"2011","NA","NA","8.82352941176471","NA","4","NA","NA","98","96.6","72.7934146341464","NA","NA","NA","NA","6.7","NA"
Grenada,"2012","NA","NA","8.82352941176471","NA","4","NA","NA","98","96.6","73.0022682926829","NA","NA","NA","NA","6.5","NA"
Grenada,"2013","NA","NA","8.82352941176471","NA","4","NA","NA","98","96.6","73.1935609756098","NA","NA","NA","NA","6.4","NA"
Grenada,"2014","NA","7.05","NA","NA","4","NA","NA","98","96.6","73.3663170731707","NA","NA","NA","NA","6.2","37"
Guam,"2005","NA","NA","3.7037037037037","NA","NA","NA","NA","89.4","99.6","76.7475365853659","NA","NA","NA","NA","NA","NA"
Guam,"2006","NA","NA","3.7037037037037","NA","NA","NA","NA","89.5","99.6","77.0325609756098","NA","NA","NA","NA","NA","NA"
Guam,"2007","NA","NA","1.85185185185185","NA","NA","NA","NA","89.6","99.6","77.3074146341463","NA","NA","NA","NA","NA","NA"
Guam,"2008","NA","NA","1.85185185185185","NA","NA","NA","NA","89.6","99.5","77.5757317073171","NA","NA","NA","NA","NA","NA"
Guam,"2009","NA","NA","1.85185185185185","NA","NA","NA","NA","89.7","99.5","77.8395609756098","NA","NA","NA","NA","NA","NA"
Guam,"2010","NA","NA","1.85185185185185","NA","NA","NA","NA","89.7","99.5","78.1008780487805","NA","NA","NA","NA","NA","NA"
Guam,"2011","NA","NA","1.85185185185185","NA","NA","NA","NA","89.8","99.5","78.3595853658537","NA","NA","NA","NA","NA","NA"
Guam,"2012","NA","NA","1.85185185185185","NA","NA","NA","NA","89.8","99.5","78.617512195122","NA","NA","NA","NA","NA","NA"
Guam,"2013","NA","NA","1.85185185185185","NA","NA","NA","NA","89.8","99.5","78.872512195122","NA","NA","NA","NA","NA","NA"
Guam,"2014","NA","NA","NA","NA","NA","NA","NA","89.8","99.5","79.1260243902439","NA","NA","NA","NA","NA","NA"
Guatemala,"2005","NA","NA","13.0645763344532","NA","NA","NA","NA","58.1","87.3","69.6459756097561","NA","NA","NA","NA","17.9","NA"
Guatemala,"2006","NA","NA","14.053751399776","NA","NA","NA","NA","58.8","88","69.8879024390244","NA","NA","NA","NA","17.5","NA"
Guatemala,"2007","NA","3.04395604395604","14.7069802164987","NA","NA","NA","NA","59.5","88.7","70.1107804878049","NA","NA","NA","NA","17","NA"
Guatemala,"2008","NA","NA","12.364688316536","NA","NA","NA","NA","60.2","89.4","70.3281463414634","NA","NA","NA","NA","16.6","NA"
Guatemala,"2009","NA","NA","11.7631578947368","NA","NA","37.1","NA","60.9","90","70.5475365853659","NA","NA","NA","NA","16.2","NA"
Guatemala,"2010","NA","NA","11.1616274729377","NA","NA","NA","NA","61.6","90.7","70.7754634146341","NA","NA","NA","NA","15.8","NA"
Guatemala,"2011","NA","NA","10.5600970511385","NA","NA","NA","3.25","62.2","91.4","71.0104146341463","NA","NA","NA","NA","15.3","NA"
Guatemala,"2012","NA","NA","9.95856662933931","NA","NA","NA","NA","62.9","92","71.2493902439025","NA","NA","NA","NA","14.8","NA"
Guatemala,"2013","NA","NA","9.35703620754013","NA","NA","NA","NA","63.6","92.7","71.4863902439024","NA","NA","NA","NA","14.3","NA"
Guatemala,"2014","NA","3.04395604395604","NA","NA","NA","NA","NA","63.7","92.7","71.7224146341463","NA","NA","NA","NA","13.8","50.1"
Guinea,"2005","NA","NA","11.1549731401595","42","2.5","33.1","NA","15.3","67.8","52.5866097560976","NA","NA","NA","NA","40.9","NA"
Guinea,"2006","NA","NA","11.1916001953443","NA","2.5","NA","NA","15.8","68.8","53.254756097561","NA","NA","NA","NA","39.4","NA"
Guinea,"2007","NA","NA","11.3950838352596","NA","2.5","NA","NA","16.3","69.8","53.9994878048781","NA","NA","NA","NA","37.7","NA"
Guinea,"2008","NA","NA","11.598567475175","NA","2.5","NA","NA","16.8","70.8","54.7775853658537","NA","NA","NA","NA","36.4","NA"
Guinea,"2009","NA","NA","11.598567475175","NA","2.5","NA","NA","17.3","71.8","55.5561463414634","NA","NA","NA","NA","35.3","NA"
Guinea,"2010","NA","NA","11.8020511150903","NA","2.5","NA","NA","17.9","72.8","56.3050487804878","NA","NA","NA","NA","34.6","NA"
Guinea,"2011","NA","NA","11.8020511150903","NA","2.5","NA","NA","18.4","73.8","57.0005365853659","NA","NA","NA","NA","33.9","NA"
Guinea,"2012","NA","NA","12.209018394921","37.3","3","34.3","NA","18.9","74.8","57.6376341463415","NA","NA","NA","NA","33.2","NA"
Guinea,"2013","NA","NA","12.6159856747518","NA","3","NA","NA","19.4","75.7","58.216487804878","NA","NA","NA","NA","32.6","NA"
Guinea,"2014","NA","0.244823008849558","NA","NA","3.5","NA","NA","20","76.7","58.7334390243902","NA","NA","NA","NA","31.8","77.7"
Guinea-Bissau,"2005","NA","NA","9.95732574679943","NA","3","NA","NA","15.6","60.7","52.3392926829268","NA","NA","NA","NA","51.1","NA"
