Country Name,"Time","Agricultural irrigated land (% of total agricultural land)","Annual freshwater withdrawals, total (% of internal resources)","Arable land (% of land area)","ARI treatment (% of children under 5 taken to a health provider)","CPIA policy and institutions for environmental sustainability rating (1=low to 6=high)","Diarrhea treatment (% of children under 5 who received ORS packet)","Disaster risk reduction progress score (1-5 scale; 5=best)","Improved sanitation facilities (% of population with access)","Improved water source (% of population with access)","Life expectancy at birth, total (years)","Plant species (higher), threatened","Mammal species, threatened","Fish species, threatened","Bird species, threatened","Mortality rate, neonatal (per 1,000 live births)","Risk of catastrophic expenditure for surgical care (% of people at risk)"
Libya,"2014","NA","832.857142857143","NA","NA","NA","NA","NA","96.6","NA","71.7161219512195","NA","NA","NA","NA","7.5","31.7"
Liechtenstein,"2005","NA","NA","24.375","NA","NA","NA","NA","NA","NA","80.6682926829268","NA","NA","NA","NA","NA","NA"
Liechtenstein,"2006","NA","NA","23.75","NA","NA","NA","NA","NA","NA","80.9487804878049","NA","NA","NA","NA","NA","NA"
Liechtenstein,"2007","NA","NA","23.75","NA","NA","NA","NA","NA","NA","81.2951219512195","NA","NA","NA","NA","NA","NA"
Liechtenstein,"2008","NA","NA","23.75","NA","NA","NA","NA","NA","NA","82.6829268292683","NA","NA","NA","NA","NA","NA"
Liechtenstein,"2009","NA","NA","21.875","NA","NA","NA","NA","NA","NA","81.5","NA","NA","NA","NA","NA","NA"
Liechtenstein,"2010","NA","NA","20.625","NA","NA","NA","NA","NA","NA","81.8414634146342","NA","NA","NA","NA","NA","NA"
Liechtenstein,"2011","NA","NA","18.75","NA","NA","NA","NA","NA","NA","81.7926829268293","NA","NA","NA","NA","NA","NA"
Liechtenstein,"2012","NA","NA","18.75","NA","NA","NA","NA","NA","NA","82.3829268292683","NA","NA","NA","NA","NA","NA"
Liechtenstein,"2013","NA","NA","16.25","NA","NA","NA","NA","NA","NA","82.2609756097561","NA","NA","NA","NA","NA","NA"
Liechtenstein,"2014","NA","NA","NA","NA","NA","NA","NA","NA","NA","82.2609756097561","NA","NA","NA","NA","NA","NA"
Lithuania,"2005","0.00810715544589355","NA","30.4164007657945","NA","NA","NA","NA","88.5","93","71.2536585365854","NA","NA","NA","NA","5.1","NA"
Lithuania,"2006","NA","NA","29.9744735162731","NA","NA","NA","NA","88.9","93.4","71.0560975609756","NA","NA","NA","NA","4.8","NA"
Lithuania,"2007","0.0370933639971809","14.6765847347995","29.2852584556477","NA","NA","NA","NA","89.3","93.8","70.9","NA","NA","NA","NA","4.4","NA"
Lithuania,"2008","NA","NA","29.7008376545672","NA","NA","NA","NA","89.7","94.2","71.8121951219512","NA","NA","NA","NA","4.1","NA"
Lithuania,"2009","NA","NA","32.7674511368169","NA","NA","NA","NA","90.1","94.6","72.9146341463415","NA","NA","NA","NA","3.7","NA"
Lithuania,"2010","NA","NA","33.9433585959314","NA","NA","NA","NA","90.5","95","73.2682926829268","NA","NA","NA","NA","3.4","NA"
Lithuania,"2011","NA","NA","34.8741104764336","NA","NA","NA","NA","90.8","95.4","73.5634146341464","NA","NA","NA","NA","3.2","NA"
Lithuania,"2012","NA","4.08408796895213","36.0675878354661","NA","NA","NA","NA","91.2","95.8","73.8634146341464","NA","NA","NA","NA","2.9","NA"
Lithuania,"2013","NA","NA","36.5456721180694","NA","NA","NA","NA","91.6","96.2","73.9146341463415","NA","NA","NA","NA","2.7","NA"
Lithuania,"2014","NA","4.08408796895213","NA","NA","NA","NA","NA","92","96.6","73.9658536585366","NA","NA","NA","NA","2.6","53.1"
Luxembourg,"2005","NA","NA","23.1660231660232","NA","NA","NA","NA","97.7","100","79.4317073170732","NA","NA","NA","NA","1.8","NA"
Luxembourg,"2006","NA","NA","23.1660231660232","NA","NA","NA","NA","97.7","100","79.2878048780488","NA","NA","NA","NA","1.6","NA"
Luxembourg,"2007","NA","NA","23.5521235521236","NA","NA","NA","NA","97.6","100","79.3829268292683","NA","NA","NA","NA","1.5","NA"
Luxembourg,"2008","NA","NA","23.9382239382239","NA","NA","NA","NA","97.6","100","80.5390243902439","NA","NA","NA","NA","1.4","NA"
Luxembourg,"2009","NA","NA","23.8494208494208","NA","NA","NA","NA","97.6","100","80.6365853658537","NA","NA","NA","NA","1.3","NA"
Luxembourg,"2010","NA","NA","23.9189189189189","NA","NA","NA","NA","97.6","100","80.6317073170732","NA","NA","NA","NA","1.2","NA"
Luxembourg,"2011","NA","NA","23.984555984556","NA","NA","NA","NA","97.6","100","80.9878048780488","NA","NA","NA","NA","1.1","NA"
Luxembourg,"2012","NA","4.45","24.1544401544402","NA","NA","NA","NA","97.6","100","81.3926829268293","NA","NA","NA","NA","1.1","NA"
Luxembourg,"2013","NA","NA","24.1119691119691","NA","NA","NA","NA","97.6","100","81.8","NA","NA","NA","NA","1","NA"
Luxembourg,"2014","NA","4.31","NA","NA","NA","NA","NA","97.6","100","82.2073170731707","NA","NA","NA","NA","1","5.8"
"Macao SAR, China","2005","NA","NA","NA","NA","NA","NA","NA","NA","NA","78.6490243902439","NA","NA","NA","NA","NA","NA"
"Macao SAR, China","2006","NA","NA","NA","NA","NA","NA","NA","NA","NA","78.8515609756098","NA","NA","NA","NA","NA","NA"
"Macao SAR, China","2007","NA","NA","NA","NA","NA","NA","NA","NA","NA","79.056243902439","NA","NA","NA","NA","NA","NA"
"Macao SAR, China","2008","NA","NA","NA","NA","NA","NA","NA","NA","NA","79.2646097560976","NA","NA","NA","NA","NA","NA"
"Macao SAR, China","2009","NA","NA","NA","NA","NA","NA","NA","NA","NA","79.4761707317073","NA","NA","NA","NA","NA","NA"
"Macao SAR, China","2010","NA","NA","NA","NA","NA","NA","NA","NA","NA","79.6903902439024","NA","NA","NA","NA","NA","NA"
"Macao SAR, China","2011","NA","NA","NA","NA","NA","NA","NA","NA","NA","79.906243902439","NA","NA","NA","NA","NA","NA"
"Macao SAR, China","2012","NA","NA","NA","NA","NA","NA","NA","NA","NA","80.1231707317073","NA","NA","NA","NA","NA","NA"
"Macao SAR, China","2013","NA","NA","NA","NA","NA","NA","NA","NA","NA","80.3391463414634","NA","NA","NA","NA","NA","NA"
"Macao SAR, China","2014","NA","NA","NA","NA","NA","NA","NA","NA","NA","80.5530975609756","NA","NA","NA","NA","NA","NA"
"Macedonia, FYR","2005","NA","NA","17.6169878096736","92.7","NA","24","NA","90","99.3","74.0889024390244","NA","NA","NA","NA","8.9","NA"
"Macedonia, FYR","2006","NA","NA","17.26307510814","93","NA","NA","NA","90.1","99.3","74.2067317073171","NA","NA","NA","NA","8.7","NA"
"Macedonia, FYR","2007","7.39776951672862","10.2074074074074","17.0828378913991","NA","NA","NA","NA","90.3","99.3","74.3229512195122","NA","NA","NA","NA","8.4","NA"
"Macedonia, FYR","2008","NA","NA","16.8053904082442","NA","NA","NA","NA","90.5","99.3","74.4463902439024","NA","NA","NA","NA","7.9","NA"
"Macedonia, FYR","2009","NA","NA","16.6534496431404","NA","NA","NA","NA","90.6","99.3","74.5789512195122","NA","NA","NA","NA","7.3","NA"
"Macedonia, FYR","2010","NA","NA","16.4155432196669","NA","NA","NA","NA","90.8","99.4","74.7226341463415","NA","NA","NA","NA","6.5","NA"
"Macedonia, FYR","2011","NA","NA","16.4155432196669","NA","NA","62","3.25","91","99.4","74.874512195122","NA","NA","NA","NA","5.6","NA"
"Macedonia, FYR","2012","NA","NA","16.4155432196669","NA","NA","NA","NA","91","99.4","75.0312682926829","NA","NA","NA","NA","4.8","NA"
"Macedonia, FYR","2013","NA","NA","16.375892149088","NA","NA","NA","NA","90.9","99.4","75.1870487804878","NA","NA","NA","NA","4.2","NA"
"Macedonia, FYR","2014","NA","10.2074074074074","NA","NA","NA","NA","NA","90.9","99.4","75.3423902439024","NA","NA","NA","NA","3.8","68.6"
Madagascar,"2005","2.17641161078913","NA","5.15871651133198","NA","4","NA","NA","10.8","42.1","61.1872926829268","NA","NA","NA","NA","26.4","NA"
Madagascar,"2006","2.17641161078913","NA","5.15871651133198","NA","4","NA","NA","10.9","43.1","61.6243658536585","NA","NA","NA","NA","25.5","NA"
Madagascar,"2007","2.17641161078913","NA","5.15871651133198","NA","4","NA","NA","11","44","62.053","NA","NA","NA","NA","24.6","NA"
Madagascar,"2008","2.16571359046113","NA","5.50263094542078","NA","4","NA","NA","11.1","45","62.482756097561","NA","NA","NA","NA","23.7","NA"
Madagascar,"2009","2.15001811813021","NA","6.01850259655398","42","3.5","16.9","NA","11.2","45.9","62.9181707317073","NA","NA","NA","NA","22.9","NA"
Madagascar,"2010","NA","NA","6.01850259655398","NA","3.5","NA","NA","11.4","46.9","63.3617317073171","NA","NA","NA","NA","22.3","NA"
Madagascar,"2011","NA","NA","6.01586469460893","NA","3.5","NA","3.75","11.5","47.8","63.8074146341464","NA","NA","NA","NA","21.7","NA"
Madagascar,"2012","NA","NA","6.01586469460893","NA","3","NA","NA","11.6","48.7","64.2466585365854","NA","NA","NA","NA","21.1","NA"
Madagascar,"2013","NA","NA","6.01581299415607","40.5","3","14.6","NA","11.7","49.7","64.6739024390244","NA","NA","NA","NA","20.5","NA"
Madagascar,"2014","NA","4.89614243323442","NA","NA","3","NA","NA","11.9","50.6","65.0856097560976","NA","NA","NA","NA","20.1","69.2"
Malawi,"2005","0.579150579150579","NA","33.9414509970301","NA","3.5","NA","NA","36.5","71.8","48.2759268292683","NA","NA","NA","NA","27.7","NA"
Malawi,"2006","0.529801324503311","NA","35.0021213406873","52","3.5","55.246185698896","NA","37","73.7","49.8169756097561","NA","NA","NA","NA","27","NA"
Malawi,"2007","0.74222668004012","8.40768277571251","31.8201103097157","NA","3.5","NA","NA","37.4","75.5","51.5124878048781","NA","NA","NA","NA","26.7","NA"
Malawi,"2008","0.533578656853726","NA","36.5931268561731","NA","3.5","NA","NA","37.9","77.4","53.2873658536585","NA","NA","NA","NA","26.5","NA"
Malawi,"2009","NA","NA","37.1234620280017","NA","3.5","NA","NA","38.3","79.2","55.0823658536585","NA","NA","NA","NA","26.2","NA"
Malawi,"2010","NA","NA","39.2448027153161","70.3","3.5","69","NA","38.8","81","56.836243902439","NA","NA","NA","NA","25.7","NA"
Malawi,"2011","NA","NA","38.1841323716589","NA","4","NA","1.75","39.2","82.9","58.5001219512195","NA","NA","NA","NA","24.9","NA"
Malawi,"2012","NA","NA","39.7751378871447","NA","3.5","NA","NA","39.7","84.7","60.0502926829268","NA","NA","NA","NA","24","NA"
Malawi,"2013","NA","NA","40.3054730589733","NA","3.5","NA","NA","40.1","86.5","61.466","NA","NA","NA","NA","23.2","NA"
Malawi,"2014","NA","8.40768277571251","NA","68.2","3.5","63.5","NA","40.6","88.4","62.7216341463415","NA","NA","NA","NA","22.4","57"
Malaysia,"2005","NA","NA","2.91462486683914","NA","NA","NA","NA","93.4","95.7","73.6006097560976","NA","NA","NA","NA","4.2","NA"
Malaysia,"2006","NA","NA","2.82057525490793","NA","NA","NA","NA","93.8","96.1","73.7114390243903","NA","NA","NA","NA","4.2","NA"
Malaysia,"2007","NA","1.93103448275862","2.84735961040937","NA","NA","NA","NA","94.2","96.4","73.8182682926829","NA","NA","NA","NA","4.3","NA"
Malaysia,"2008","NA","NA","2.80292192969107","NA","NA","NA","NA","94.6","96.7","73.9260731707317","NA","NA","NA","NA","4.4","NA"
Malaysia,"2009","NA","NA","2.82453203469792","NA","NA","NA","NA","95","97","74.0384146341463","NA","NA","NA","NA","4.3","NA"
Malaysia,"2010","NA","NA","2.8336630649825","NA","NA","NA","NA","95.4","97.3","74.1577804878049","NA","NA","NA","NA","4.3","NA"
Malaysia,"2011","NA","NA","2.90366763049764","NA","NA","NA","3.75","95.7","97.7","74.286756097561","NA","NA","NA","NA","4.2","NA"
Malaysia,"2012","NA","NA","2.89149292345153","NA","NA","NA","NA","95.9","97.9","74.4233170731707","NA","NA","NA","NA","4.1","NA"
Malaysia,"2013","NA","NA","2.90366763049764","NA","NA","NA","NA","96","98","74.567512195122","NA","NA","NA","NA","4.1","NA"
Malaysia,"2014","NA","1.93103448275862","NA","NA","NA","NA","NA","96","98.2","74.7182926829268","NA","NA","NA","NA","4","41.8"
Maldives,"2005","NA","NA","10","NA","4","NA","NA","89.1","96.9","74.3323414634147","NA","NA","NA","NA","13.6","NA"
Maldives,"2006","NA","NA","10","NA","4","NA","NA","90.9","97.2","74.9268536585366","NA","NA","NA","NA","11.8","NA"
Maldives,"2007","NA","NA","10","NA","4","NA","NA","92.6","97.5","75.3997073170732","NA","NA","NA","NA","10.4","NA"
Maldives,"2008","NA","NA","13.3333333333333","NA","4","NA","NA","94.2","97.8","75.7595365853659","NA","NA","NA","NA","9.2","NA"
Maldives,"2009","NA","NA","13.3333333333333","74.1","4","57","NA","95.8","98.1","76.0186585365854","NA","NA","NA","NA","8.2","NA"
Maldives,"2010","NA","NA","13","NA","4","NA","NA","97.3","98.3","76.2004878048781","NA","NA","NA","NA","7.4","NA"
Maldives,"2011","NA","NA","13","NA","4","NA","2.25","98","98.6","76.3375121951219","NA","NA","NA","NA","6.7","NA"
Maldives,"2012","NA","19.6666666666667","13","NA","4","NA","NA","98","98.6","76.4623414634146","NA","NA","NA","NA","6.1","NA"
Maldives,"2013","NA","NA","13","NA","4","NA","NA","98","98.6","76.6026097560976","NA","NA","NA","NA","5.6","NA"
Maldives,"2014","NA","19.6666666666667","NA","NA","4","NA","NA","98","98.6","76.7728292682927","NA","NA","NA","NA","5.2","23.2"
Mali,"2005","NA","NA","4.59190781763496","NA","3","NA","NA","20.2","56.7","52.5797073170732","NA","NA","NA","NA","47.7","NA"
Mali,"2006","NA","NA","4.65255411042543","38","3","14","NA","20.6","58.7","53.4468048780488","NA","NA","NA","NA","46.4","NA"
Mali,"2007","NA","8.64333333333333","4.7599144395545","NA","3.5","NA","NA","21.1","60.8","54.2619268292683","NA","NA","NA","NA","45.1","NA"
Mali,"2008","NA","NA","4.72139584818758","NA","3","NA","NA","21.5","62.8","54.9951463414634","NA","NA","NA","NA","43.9","NA"
Mali,"2009","NA","NA","5.12657864758767","NA","3","NA","NA","22","64.8","55.6334390243902","NA","NA","NA","NA","43","NA"
Mali,"2010","NA","NA","5.13116809677181","41.8","3","11.2","NA","22.4","66.9","56.1798048780488","NA","NA","NA","NA","42.1","NA"
Mali,"2011","NA","NA","5.6228947950729","NA","3.5","NA","NA","22.9","68.9","56.6546829268293","NA","NA","NA","NA","41.1","NA"
Mali,"2012","NA","NA","5.6228947950729","NA","3.5","NA","NA","23.3","70.9","57.095","NA","NA","NA","NA","40.2","NA"
Mali,"2013","NA","NA","5.25409977134708","31.2","3.5","36.8","NA","23.8","73","57.5351951219512","NA","NA","NA","NA","39.4","NA"
Mali,"2014","NA","8.64333333333333","NA","NA","4","NA","NA","24.2","75","57.9862682926829","NA","NA","NA","NA","38.6","80.6"
Malta,"2005","25.8064516129032","NA","25.625","NA","NA","NA","NA","100","100","79.3","NA","NA","NA","NA","4.7","NA"
Malta,"2006","NA","NA","25","NA","NA","NA","NA","100","100","79.4390243902439","NA","NA","NA","NA","4.6","NA"
Malta,"2007","30.1075268817204","110.29702970297","25","NA","NA","NA","NA","100","100","79.7926829268293","NA","NA","NA","NA","4.6","NA"
Malta,"2008","30.1075268817204","NA","25","NA","NA","NA","NA","100","100","79.6365853658537","NA","NA","NA","NA","4.6","NA"
Malta,"2009","30.1075268817204","NA","25","NA","NA","NA","NA","100","100","80.2414634146342","NA","NA","NA","NA","4.6","NA"
Malta,"2010","33.8818973862536","NA","28.375","NA","NA","NA","NA","100","100","81.3975609756098","NA","NA","NA","NA","4.6","NA"
Malta,"2011","33.8818973862536","NA","28.375","NA","NA","NA","NA","100","100","80.7463414634146","NA","NA","NA","NA","4.5","NA"
Malta,"2012","33.9805825242718","79.009900990099","28.125","NA","NA","NA","NA","100","100","80.7463414634146","NA","NA","NA","NA","4.5","NA"
Malta,"2013","36.1681329423265","NA","28.03125","NA","NA","NA","NA","100","100","81.7463414634146","NA","NA","NA","NA","4.5","NA"
Malta,"2014","NA","89.7029702970297","NA","NA","NA","NA","NA","100","100","81.7463414634146","NA","NA","NA","NA","4.4","23.7"
Marshall Islands,"2005","NA","NA","11.1111111111111","NA","NA","NA","NA","72.7","93.7","NA","NA","NA","NA","NA","18.1","NA"
Marshall Islands,"2006","NA","NA","11.1111111111111","NA","NA","NA","NA","73.2","93.8","NA","NA","NA","NA","NA","18","NA"
Marshall Islands,"2007","NA","NA","11.1111111111111","NA","NA","38.2","NA","73.7","93.9","NA","NA","NA","NA","NA","17.9","NA"
Marshall Islands,"2008","NA","NA","11.1111111111111","NA","NA","NA","NA","74.2","94.1","NA","NA","NA","NA","NA","17.9","NA"
Marshall Islands,"2009","NA","NA","11.1111111111111","NA","NA","NA","NA","74.7","94.2","NA","NA","NA","NA","NA","17.8","NA"
Marshall Islands,"2010","NA","NA","11.1111111111111","NA","NA","NA","NA","75.2","94.3","NA","NA","NA","NA","NA","17.7","NA"
Marshall Islands,"2011","NA","NA","11.1111111111111","NA","3","NA","1.75","75.7","94.4","NA","NA","NA","NA","NA","17.6","NA"
Marshall Islands,"2012","NA","NA","11.1111111111111","NA","3","NA","NA","76.2","94.5","NA","NA","NA","NA","NA","17.5","NA"
Marshall Islands,"2013","NA","NA","11.1111111111111","NA","3","NA","NA","76.7","94.6","NA","NA","NA","NA","NA","17.2","NA"
Marshall Islands,"2014","NA","NA","NA","NA","3","NA","NA","76.8","94.6","NA","NA","NA","NA","NA","17","10.9"
Mauritania,"2005","NA","NA","0.388085766954497","NA","3.5","NA","NA","29.5","48.3","60.6603658536585","NA","NA","NA","NA","42.1","NA"
Mauritania,"2006","NA","NA","0.388085766954497","NA","3.5","NA","NA","30.8","49.5","60.883756097561","NA","NA","NA","NA","41.8","NA"
Mauritania,"2007","NA","337.5","0.388085766954497","45","3.5","20.1","NA","32","50.7","61.1397317073171","NA","NA","NA","NA","41.1","NA"
Mauritania,"2008","NA","NA","0.388085766954497","NA","3.5","NA","NA","33.2","51.9","61.4177317073171","NA","NA","NA","NA","40.5","NA"
Mauritania,"2009","NA","NA","0.378383622780634","NA","3","NA","NA","34.4","53.1","61.7107317073171","NA","NA","NA","NA","39.9","NA"
Mauritania,"2010","NA","NA","0.436596487823809","NA","3","NA","NA","35.7","54.3","62.0061707317073","NA","NA","NA","NA","39.1","NA"
Mauritania,"2011","NA","NA","0.388085766954497","43.1","3","18.8","NA","36.9","55.5","62.2924878048781","NA","NA","NA","NA","38.3","NA"
Mauritania,"2012","NA","NA","0.388085766954497","NA","2.5","NA","NA","38.2","56.7","62.5601707317073","NA","NA","NA","NA","37.7","NA"
Mauritania,"2013","NA","NA","0.436596487823809","NA","3","NA","NA","39.5","57.9","62.8027073170732","NA","NA","NA","NA","36.9","NA"
Mauritania,"2014","NA","337.5","NA","NA","3","NA","NA","39.7","57.9","63.0165853658537","NA","NA","NA","NA","36.3","57.3"
Mauritius,"2005","21.875","NA","41.871921182266","NA","NA","NA","NA","92","99.5","72.4321951219512","NA","NA","NA","NA","9.9","NA"
Mauritius,"2006","22.3404255319149","NA","40.8866995073892","NA","NA","NA","NA","92.2","99.5","72.4321951219512","NA","NA","NA","NA","10","NA"
Mauritius,"2007","22.8260869565217","26.3540530716103","39.9014778325123","NA","NA","NA","NA","92.3","99.6","72.5707317073171","NA","NA","NA","NA","9.9","NA"
Mauritius,"2008","23.0769230769231","NA","39.4088669950739","NA","NA","NA","NA","92.4","99.6","72.5707317073171","NA","NA","NA","NA","9.6","NA"
Mauritius,"2009","23.0769230769231","NA","39.4088669950739","NA","NA","NA","NA","92.6","99.7","72.8824390243903","NA","NA","NA","NA","9.3","NA"
Mauritius,"2010","21.978021978022","NA","39.4088669950739","NA","NA","NA","NA","92.7","99.7","72.9673170731707","NA","NA","NA","NA","9.1","NA"
Mauritius,"2011","22.4719101123595","NA","38.423645320197","NA","NA","NA","3.5","92.9","99.8","73.2668292682927","NA","NA","NA","NA","9.1","NA"
Mauritius,"2012","21.8390804597701","NA","37.4384236453202","NA","NA","NA","NA","93","99.8","73.8634146341464","NA","NA","NA","NA","9","NA"
Mauritius,"2013","22.093023255814","NA","36.9458128078818","NA","NA","NA","NA","93.2","99.9","74.0170731707317","NA","NA","NA","NA","8.9","NA"
Mauritius,"2014","NA","26.3540530716103","NA","NA","NA","NA","NA","93.2","99.9","74.1943902439024","NA","NA","NA","NA","8.7","37"
Mexico,"2005","5.05489349723187","NA","11.983847321176","NA","NA","NA","NA","78.6","91.4","75.2820975609756","NA","NA","NA","NA","7.8","NA"
Mexico,"2006","5.06709205217228","NA","12.0183132282209","NA","NA","NA","NA","79.4","92","75.4387804878049","NA","NA","NA","NA","7.5","NA"
Mexico,"2007","4.97750702905342","19.3031784841076","12.0985622058181","NA","NA","NA","NA","80.1","92.5","75.5879268292683","NA","NA","NA","NA","6.9","NA"
Mexico,"2008","5.26029708073661","NA","12.2755214897503","NA","NA","NA","NA","80.9","93","75.7324634146342","NA","NA","NA","NA","6.6","NA"
Mexico,"2009","5.27248020242725","NA","12.2883819028267","NA","NA","NA","NA","81.6","93.6","75.8774146341463","NA","NA","NA","NA","6.9","NA"
Mexico,"2010","5.54238320603533","NA","12.0923892075413","NA","NA","NA","NA","82.3","94.1","76.0267804878049","NA","NA","NA","NA","7.7","NA"
Mexico,"2011","6.06250878590506","NA","11.8197484503202","NA","NA","NA","4.25","83","94.6","76.1856585365854","NA","NA","NA","NA","8.2","NA"
Mexico,"2012","5.36151070708964","19.6332518337408","11.9087425088094","NA","NA","52.32","NA","83.7","95.1","76.3540975609756","NA","NA","NA","NA","8.1","NA"
Mexico,"2013","5.42992362119863","NA","11.8187196172741","NA","NA","NA","NA","84.4","95.6","76.5326585365854","NA","NA","NA","NA","7.7","NA"
Mexico,"2014","NA","19.6332518337408","NA","NA","NA","NA","NA","85.1","96.1","76.7218536585366","NA","NA","NA","NA","7.4","27.8"
"Micronesia, Fed. Sts.","2005","NA","NA","3.57142857142857","NA","NA","NA","NA","43.4","89.7","67.9243658536586","NA","NA","NA","NA","23.5","NA"
"Micronesia, Fed. Sts.","2006","NA","NA","3.57142857142857","NA","NA","NA","NA","45.3","89.6","68.0741951219512","NA","NA","NA","NA","23","NA"
"Micronesia, Fed. Sts.","2007","NA","NA","3.57142857142857","NA","NA","NA","NA","47.3","89.5","68.2204878048781","NA","NA","NA","NA","22.6","NA"
"Micronesia, Fed. Sts.","2008","NA","NA","3.57142857142857","NA","NA","NA","NA","49.2","89.4","68.3592682926829","NA","NA","NA","NA","22.1","NA"
"Micronesia, Fed. Sts.","2009","NA","NA","2.85714285714286","NA","NA","NA","NA","51.2","89.3","68.4895365853659","NA","NA","NA","NA","21.7","NA"
"Micronesia, Fed. Sts.","2010","NA","NA","2.85714285714286","NA","NA","NA","NA","53.1","89.2","68.6122682926829","NA","NA","NA","NA","21.2","NA"
"Micronesia, Fed. Sts.","2011","NA","NA","2.85714285714286","NA","3","NA","NA","55.1","89.1","68.731","NA","NA","NA","NA","20.7","NA"
"Micronesia, Fed. Sts.","2012","NA","NA","2.85714285714286","NA","3","NA","NA","57","89","68.8507073170732","NA","NA","NA","NA","20.2","NA"
"Micronesia, Fed. Sts.","2013","NA","NA","2.85714285714286","NA","3","NA","NA","57","89","68.9733902439024","NA","NA","NA","NA","19.7","NA"
"Micronesia, Fed. Sts.","2014","NA","NA","NA","NA","3","NA","NA","57.1","89","69.1010731707317","NA","NA","NA","NA","19.2","31"
Moldova,"2005","9.12765106042417","NA","55.7312252964427","59.7","3.5","33.3","NA","73.9","86.2","67.6780731707317","NA","NA","NA","NA","13.8","NA"
Moldova,"2006","9.1864679822795","NA","55.3359683794466","NA","3.5","NA","NA","74.2","86.4","67.8959024390244","NA","NA","NA","NA","13.3","NA"
Moldova,"2007","9.05432595573441","65.7407407407407","55.3967771359076","NA","3.5","NA","NA","74.5","86.7","68.2099024390244","NA","NA","NA","NA","13.2","NA"
Moldova,"2008","9.18984280532043","NA","55.3663727576771","NA","3.5","NA","NA","74.7","86.9","68.6300243902439","NA","NA","NA","NA","13.1","NA"
Moldova,"2009","9.22330097087379","NA","55.2447552447552","NA","3.5","NA","NA","75","87.1","69.1432926829268","NA","NA","NA","NA","13","NA"
Moldova,"2010","9.24949290060852","NA","55.1902587519026","NA","4","NA","NA","75.3","87.4","69.7092682926829","NA","NA","NA","NA","12.9","NA"
Moldova,"2011","NA","NA","55.1293759512938","NA","4","NA","NA","75.5","87.6","70.2710975609756","NA","NA","NA","NA","12.8","NA"
Moldova,"2012","NA","NA","55.203895313451","79.2","4","41.5","NA","75.8","87.9","70.7724878048781","NA","NA","NA","NA","12.6","NA"
Moldova,"2013","NA","NA","55.2311435523114","NA","4","NA","NA","76.1","88.1","71.1720487804878","NA","NA","NA","NA","12.4","NA"
Moldova,"2014","NA","65.7407407407407","NA","NA","4","NA","NA","76.4","88.4","71.4558780487805","NA","NA","NA","NA","12.1","53.8"
Monaco,"2005","NA","NA","NA","NA","NA","NA","NA","100","100","NA","NA","NA","NA","NA","2.4","NA"
Monaco,"2006","NA","NA","NA","NA","NA","NA","NA","100","100","NA","NA","NA","NA","NA","2.4","NA"
Monaco,"2007","NA","NA","NA","NA","NA","NA","NA","100","100","NA","NA","NA","NA","NA","2.3","NA"
Monaco,"2008","NA","NA","NA","NA","NA","NA","NA","100","100","NA","NA","NA","NA","NA","2.3","NA"
Monaco,"2009","NA","NA","NA","NA","NA","NA","NA","100","100","NA","NA","NA","NA","NA","2.2","NA"
Monaco,"2010","NA","NA","NA","NA","NA","NA","NA","100","100","NA","NA","NA","NA","NA","2.2","NA"
Monaco,"2011","NA","NA","NA","NA","NA","NA","NA","100","100","NA","NA","NA","NA","NA","2.1","NA"
Monaco,"2012","NA","NA","NA","NA","NA","NA","NA","100","100","NA","NA","NA","NA","NA","2.1","NA"
Monaco,"2013","NA","NA","NA","NA","NA","NA","NA","100","100","NA","NA","NA","NA","NA","2","NA"
Monaco,"2014","NA","NA","NA","NA","NA","NA","NA","100","100","NA","NA","NA","NA","NA","2","0.1"
Mongolia,"2005","NA","NA","0.44735961276037","63","2.5","38","NA","52.7","60.2","65.1669268292683","NA","NA","NA","NA","20.1","NA"
Mongolia,"2006","NA","NA","0.448003295656428","NA","2.5","NA","NA","53.5","60.9","65.6060975609756","NA","NA","NA","NA","19.2","NA"
Mongolia,"2007","NA","1.55172413793103","0.452509075928834","NA","3","NA","NA","54.3","61.5","66.0681707317073","NA","NA","NA","NA","18.2","NA"
Mongolia,"2008","NA","NA","0.536831535312444","NA","3","NA","NA","55.1","62","66.5599268292683","NA","NA","NA","NA","17.2","NA"
Mongolia,"2009","NA","NA","0.400370761348129","NA","3","NA","NA","55.8","62.5","67.0768048780488","NA","NA","NA","NA","16","NA"
Mongolia,"2010","NA","NA","0.395221298179665","86.8","3","30.6","NA","56.5","62.9","67.6038292682927","NA","NA","NA","NA","14.9","NA"
Mongolia,"2011","NA","NA","0.393290249491491","NA","3","NA","2.75","57.2","63.3","68.1225365853659","NA","NA","NA","NA","13.9","NA"
Mongolia,"2012","NA","1.58333333333333","0.416462833749582","NA","3.5","NA","NA","57.9","63.7","68.613512195122","NA","NA","NA","NA","13","NA"
Mongolia,"2013","NA","NA","0.3645819923273","NA","3.5","NA","NA","58.5","64","69.0618048780488","NA","NA","NA","NA","12.3","NA"
Mongolia,"2014","NA","1.58333333333333","NA","70.3","3.5","NA","NA","59.1","64.2","69.4639024390244","NA","NA","NA","NA","11.7","50.6"
Montenegro,"2005","NA","NA","NA","89.4","NA","16.3","NA","90.9","97.9","73.5842926829268","NA","NA","NA","NA","6.8","NA"
Montenegro,"2006","NA","NA","12.9368029739777","NA","NA","NA","NA","91.4","98.1","73.785512195122","NA","NA","NA","NA","6.4","NA"
