Country Name,Time,"2016 Jul - Female legislators, senior officials and managers (% of total)",2016 Jul - Firms with female top manager (% of firms),2016 Jul - Firms with female participation in ownership (% of firms),"2016 Jul - Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","2016 Jul - Labor force, female (% of total labor force)","2016 Jul - Labor force with tertiary education, female (% of female labor force)","2016 Jul - Labor force with secondary education, female (% of female labor force)","2016 Jul - Long-term unemployment, female (% of female unemployment)","2016 Jul - Part time employment, female (% of total female employment)","2016 Jul - Part time employment, female (% of total part time employment)",2016 Jul - Ratio of female to male labor force participation rate (%) (modeled ILO estimate),"2016 Jul - Vulnerable employment, female (% of female employment)","2016 Jul - Wage and salaried workers, female (% of females employed)",2016 Jul - Proportion of seats held by women in national parliaments (%)
Australia,1990,,,,52.29999924,41.36492228,,,17.10000038,,,69.08850904,,88.40000153,6.1
Australia,1991,,,,52,41.53935552,,,21,,,69.51871374,,87.5,
Australia,1992,,,,52,41.76427134,,,29.20000076,,,69.98653818,,87.30000305,
Australia,1993,,,,51.79999924,41.82850674,,,30.79999924,,,70.18969796,,87.09999847,
Australia,1994,,,,52.70000076,42.30326725,,,30.5,,,71.40921217,,87.59999847,
Australia,1995,,,,53.79999924,42.71923589,45.40000153,17.70000076,27.10000038,,,72.70270167,,88,
Australia,1996,,,,53.79999924,42.85307402,,,24.60000038,,,72.99864514,,88.19999695,
Australia,1997,31.51304633,,,53.70000076,42.96508535,29.79999924,26.5,27.39999962,,,73.36065984,,87.90000153,15.5
Australia,1998,31.36402376,,,53.79999924,43.09842901,29.89999962,28.20000076,28.39999962,,,73.79972306,,88.59999847,15.5
Australia,1999,31.30753159,,,53.90000153,43.30511512,,,26.20000076,,,74.34482969,,89,22.4
Australia,2000,32.92588066,,,54.70000076,43.66754568,31.70000076,37.5,23.60000038,,,75.55248565,,89.30000305,23
Australia,2001,32.13602498,,,55.09999847,43.89988122,33.5,27.60000038,20.89999962,38.90000153,72.69999695,76.52777566,,89.80000305,
Australia,2002,32.42965014,,,55.29999924,44.05156669,35.09999847,28.39999962,18.39999962,38.90000153,72.30000305,76.91237561,,89.59999847,25.3
Australia,2003,33.02969064,,,55.90000153,44.45435547,34.40000153,30.29999924,17.5,39.20000076,72.40000153,78.07262949,,90,25.3
Australia,2004,34.08010898,,,55.70000076,44.35353145,37.29999924,29.29999924,17.60000038,38.20000076,72,77.79329881,,90.19999695,24.7
Australia,2005,35.04590479,,,57,44.66263689,37.70000076,29.79999924,15.5,38.59999847,72.40000153,78.94737176,,90.19999695,24.7
Australia,2006,35.12024619,,,57.59999847,44.81490939,39.79999924,29.60000038,15.39999962,38.09999847,72,79.66804432,,90.69999695,24.7
Australia,2007,35.34231315,,,58.20000076,44.8886339,36.79999924,33.70000076,14.39999962,37.59999847,71.5,80.05502504,,91.09999847,26.7
Australia,2008,36.72108074,,,58.70000076,45.0202327,38.5,33.5,14,37.59999847,71.69999695,80.6318658,,91.09999847,26.7
Australia,2009,,,,58.79999924,45.12547212,,,14.30000019,38.09999847,70.80000305,81.21546685,,91.19999695,27.3
Australia,2010,,,,58.79999924,45.09683886,,,16.39999962,38.5,70.40000153,81.10344722,,91,24.7
Australia,2011,,,,59,45.24748403,,,18,38.29999924,70.80000305,81.49171099,,91.19999695,24.7
Australia,2012,,,,58.79999924,45.30507337,,,17.70000076,38.09999847,71.09999847,81.78024755,,91.5,24.7
Australia,2013,,,,58.79999924,45.38381602,,,18.10000038,38,70.30000305,81.89414587,,91.90000153,26
Australia,2014,,,,58.70000076,45.38881977,,,20.79999924,38.20000076,69.90000153,81.86890274,,,26
Australia,2015,,,,,,,,,,,,,,26.7
Belgium,1990,,,,36.59999847,39.03662468,,,68.40000153,28.79999924,79.80000305,59.90179933,16.5,83,8.5
Belgium,1991,,,,37.90000153,39.67513306,,,64.5,30.5,80.09999847,61.72638532,14.89999962,84.69999695,
Belgium,1992,,,,38.70000076,40.34165807,30,35.70000076,61,30.39999962,83.5,63.3387917,15.89999962,83.59999847,
Belgium,1993,30.0936294,,,39.40000153,40.98384432,31.89999962,34.59999847,58.90000153,30.20000076,82.40000153,65.12396946,15.19999981,84,
Belgium,1994,30.33674795,,,40,41.10791023,32.40000153,35.29999924,62.59999847,29.89999962,81.80000305,65.46645008,14.80000019,84.69999695,
Belgium,1995,31.50513745,,,40.40000153,41.35297038,32.29999924,36.5,63.20000076,29.79999924,82.09999847,66.12111708,15.69999981,83.59999847,
Belgium,1996,29.00233928,,,40.40000153,41.35279745,34.40000153,36.59999847,63.29999924,30.20000076,82.19999695,66.33826029,15.30000019,84.19999695,
Belgium,1997,30.16771196,,,40.90000153,41.86662631,35.90000153,36.59999847,61.5,30.5,82.5,67.49175339,14.60000038,84.90000153,12.7
Belgium,1998,30.87887723,,,41.5,42.23148016,35.59999847,36,63.5,31.20000076,82.40000153,68.59504132,14.19999981,85,12.7
Belgium,1999,31.63243682,,,43.09999847,42.92831582,35.59999847,36.09999847,60.90000153,33.40000153,79,70.42483323,13.69999981,84,23.3
Belgium,2000,32.07098458,,,43.59999847,43.09019588,36.5,36.5,54.29999924,33.29999924,79.5,71.00976774,11.5,86.19999695,23.3
Belgium,2001,32.88331534,,,41.70000076,42.33339512,37.79999924,36,47.20000076,30.70000076,82.09999847,69.154231,11,87,23.3
Belgium,2002,31.80299724,,,43,43.04311624,38.09999847,36.79999924,49.90000153,30.10000038,81.59999847,70.9570975,11.39999962,86.5,23.3
Belgium,2003,29.89632625,,,43.5,43.44144343,37,38.20000076,47.09999847,31,81.09999847,72.2591353,10.69999981,87.30000305,35.3
Belgium,2004,29.87530874,,,44.5,43.82801259,39.09999847,36.90000153,49.09999847,30.70000076,80.80000305,73.43234508,9.399999619,88.30000305,34.7
Belgium,2005,31.80997143,,,45.59999847,44.13648079,40.09999847,38,52.59999847,30.20000076,80,74.38825292,10,87.69999695,34.7
Belgium,2006,31.46934758,,,45.79999924,44.48830545,41,37.59999847,52.40000153,30.39999962,81.80000305,75.32894706,9.399999619,88.19999695,34.7
Belgium,2007,33.84399154,,,46.59999847,44.7507579,41.5,37.40000153,51.20000076,29.29999924,80.69999695,76.26841185,9.300000191,88.5,35.3
Belgium,2008,32.67763557,,,46.90000153,45.02997507,41.40000153,38.90000153,47.90000153,29.60000038,81.30000305,77.26524042,8.699999809,89.19999695,35.3
Belgium,2009,33.98566888,,,46.90000153,45.27169005,42.90000153,38.70000076,44.90000153,28.39999962,80.59999847,77.90697829,9,88.69999695,38
Belgium,2010,34.10193515,,,47.59999847,45.41986482,44.29999924,36.79999924,47.59999847,28.89999962,80.40000153,78.54785425,8.399999619,89.19999695,39.3
Belgium,2011,29.91664197,,,46.79999924,45.3870563,44.29999924,37.90000153,49.70000076,30,79.90000153,78.78787548,8.600000381,89.5,38
Belgium,2012,,,,46.90000153,45.45244751,45.70000076,37.20000076,42.90000153,29.89999962,79.80000305,78.9562295,8.399999619,89.5,38
Belgium,2013,,,,47.5,45.73660163,45.40000153,38,45.29999924,29.60000038,80.80000305,80.10118147,8.399999619,89.30000305,38
Belgium,2014,,,,47.59999847,45.78468092,47.5,36.40000153,47.29999924,28.5,79.09999847,80.26981296,8.5,89.09999847,39.3
Belgium,2015,,,,,,,,,,,,,,39.3
Brazil,1990,,,,44.59999847,35.23695425,,,,,,52.22482164,29.89999962,68,5.3
Brazil,1991,,,,48.79999924,37.25316441,,,,,,56.94282494,,,
Brazil,1992,,,,53.09999847,39.21166287,7.400000095,16.60000038,,,,61.74418427,38.29999924,60,
Brazil,1993,,,,53,39.27237931,7.400000095,17.29999924,,,,61.91588895,38,60.40000153,
Brazil,1994,,,,53.59999847,39.67816617,,,,,,62.91079858,,,
Brazil,1995,,,,54.20000076,40.0803099,8,18.5,,,,63.91509294,37.79999924,60.20000076,
Brazil,1996,,,,52.20000076,39.761277,8.399999619,20.60000038,,,,62.9674304,34.59999847,63.29999924,
Brazil,1997,,,,53.20000076,40.11494019,8.699999809,21,,,,63.94231095,,,6.6
Brazil,1998,,,,53.59999847,40.42492696,8.699999809,22.10000038,,,,64.73429529,,,6.6
Brazil,1999,,,,55.09999847,41.13964501,8.5,23.10000038,,,,66.62636095,,,5.7
Brazil,2000,31.21918318,,,54.90000153,41.23763381,,,,,,66.86967423,22,73.5,5.7
Brazil,2001,,,,54.70000076,41.33741426,,,,28.39999962,69.09999847,67.11656535,32.59999847,64.90000153,6.8
Brazil,2002,32.59837234,,,56.20000076,41.98269221,,,,30,69.5,68.7882532,32.90000153,64.40000153,6.2
Brazil,2003,33.8556295,,,56.59999847,42.22671187,,,,29.70000076,68.69999695,69.53316636,32.59999847,64.80000305,8.6
Brazil,2004,33.89858317,,,57.59999847,42.54646005,,,,29.70000076,68.5,70.41564343,32,65.5,8.6
Brazil,2005,35.4339538,,,58.90000153,43.01870386,,,,30.79999924,68.69999695,71.74178151,25.29999924,64.80000305,8.6
Brazil,2006,35.18245096,,,58.70000076,43.06600025,11.10000038,33.09999847,,30.60000038,68,71.84822883,24.20000076,66,8.8
Brazil,2007,36.07842912,,,58.40000153,43.10202773,11.89999962,34.29999924,,29.10000038,67.59999847,71.92118685,24,67.19999695,9
Brazil,2008,,,,58.5,43.06141039,,,,28.70000076,67.80000305,71.86732052,22.60000038,68.09999847,9
Brazil,2009,35.95071428,19.4,50.2,58.90000153,43.30306827,,,,28.10000038,67.5,72.53695042,22.39999962,69.19999695,8.8
Brazil,2010,,,,59.40000153,43.55500713,,,,,,73.24291325,,,8.6
Brazil,2011,36.41626014,,,59.5,43.69764992,21.89999962,39.20000076,,24.60000038,65.09999847,73.45679012,20.39999962,72.19999695,8.6
Brazil,2012,37.26830139,,,59.5,43.70595751,16.39999962,39,,24.60000038,64.40000153,73.54758823,19.70000076,72.69999695,8.6
Brazil,2013,37.4991815,,,59.40000153,43.70370815,17.29999924,39.70000076,,24.70000076,64.19999695,73.5148506,18.79999924,73,8.6
Brazil,2014,,,,59.40000153,43.7742807,,,,,,73.69727376,,,9.9
Brazil,2015,,,,,,,,,,,,,,9.9
China,1990,,,,72.69999695,45.00486759,,,,,,85.73112539,,,21.3
China,1991,,,,72.59999847,45.01499548,,,,,,85.61320267,,,
China,1992,,,,72.5,44.96567942,,,,,,85.49527994,,,
China,1993,,,,72.40000153,44.91627007,,,,,,85.37735722,,,
China,1994,,,,72.30000305,44.92573357,,,,,,85.25943449,,,
China,1995,,,,72.19999695,44.93725881,,,,,,85.24203016,,,
China,1996,,,,72,44.94723254,,,,,,85.20710059,,,
China,1997,,,,71.69999695,44.89443974,,,,,,85.05337408,,,
China,1998,,,,71.40000153,44.89744923,,,,,,85.00000182,,,21.8
China,1999,,,,71.09999847,44.95504834,,,,,,85.04784662,,,21.8
China,2000,,,,70.69999695,44.94502218,,,,,,85.0782169,,,21.8
China,2001,,,,69.90000153,44.90169601,,,,,,84.83009737,,,21.8
China,2002,,,,69,44.79188434,,,,,,84.45532751,,,21.8
China,2003,,,,68.19999695,44.74363754,,,,,,84.30160156,,,20.2
China,2004,,,,67.30000305,44.62551814,,,,,,83.91521897,,,20.2
China,2005,16.75245475,,,66.5,44.50892325,,,,,,83.64779874,,,20.3
China,2006,,,,65.80000305,44.40129421,,,,,,83.2911431,,,20.3
China,2007,,,,65.19999695,44.29538806,,,,,,82.95165167,,,20.6
China,2008,,,,64.59999847,44.18650532,,,,,,82.50318768,,,21.3
China,2009,,,,64.09999847,44.08359506,,,,,,82.28497717,,,21.3
China,2010,,,,63.5,43.97383953,,,,,,81.82989852,,,21.3
China,2011,,,,63.70000076,43.92088196,,,,,,81.87660445,,,21.3
China,2012,,17.5,64.2,63.79999924,43.92304496,,,,,,81.69014146,,,21.3
China,2013,,,,63.90000153,43.86395756,,,,,,81.60919417,,,23.4
China,2014,,,,64,43.8665324,,,,,,81.63265147,,,23.4
China,2015,,,,,,,,,,,,,,23.6
Canada,1990,33.57790046,,,57.90000153,44.08151071,,,6,26.70000076,69.90000153,76.18421253,,92.19999695,13.3
Canada,1991,33.10436547,,,57.90000153,44.43235848,,,8.300000191,27.89999962,69.30000305,77.20000203,,92.19999695,
Canada,1992,34.34589891,,,57.29999924,44.66762203,,,11.69999981,28.20000076,69,77.74762769,,91.69999695,
Canada,1993,34.3108922,,,57.09999847,44.73836218,,,13.80000019,28.89999962,68.30000305,78.00546565,,91,
Canada,1994,35.16499324,,,56.90000153,44.73428667,47.09999847,33.29999924,15.19999981,28.79999924,68.90000153,77.94520757,,90.80000305,
Canada,1995,34.42324474,,,56.79999924,44.93973748,48.40000153,32.79999924,14.30000019,28.5,68.80000305,78.56154473,,90.90000153,
Canada,1996,36.27008402,,,56.79999924,45.07675063,49.5,33.09999847,15,29,69.09999847,78.88888783,,90.30000305,
Canada,1997,36.79437121,,,57.09999847,45.16335161,51.09999847,31.70000076,13.5,29.29999924,69.80000305,79.30555344,,89.90000153,20.6
Canada,1998,38.23721259,,,57.70000076,45.40945752,42.5,40.79999924,11.80000019,28.60000038,69.69999695,80.13888995,,89.59999847,20.6
Canada,1999,35.18278659,,,58.20000076,45.50277031,43.29999924,40.59999847,9.800000191,27.89999962,69.59999847,80.60942275,,90.09999847,20.6
Canada,2000,35.47468429,,,58.70000076,45.73589824,43.79999924,40.59999847,9.5,27.20000076,69.09999847,81.30194355,,90.80000305,
Canada,2001,34.94817149,,,59,45.88390722,45.5,39.70000076,7.800000191,27,68.90000153,81.94444444,,91.59999847,20.6
Canada,2002,34.05665154,,,60.09999847,46.09220851,46.20000076,39.59999847,8.399999619,27.70000076,68.80000305,82.5549395,,91.40000153,20.6
Canada,2003,35.71223722,,,61.09999847,46.35732221,47,39.29999924,7.800000191,27.89999962,68.80000305,83.46994675,,91.59999847,20.6
Canada,2004,36.48639311,,,61.20000076,46.41936695,47.29999924,39.5,7.900000095,27.20000076,68.80000305,83.83561748,,92,21.1
Canada,2005,35.89501442,,,60.90000153,46.45392353,49.29999924,38.40000153,8.5,26.89999962,68.5,83.88430139,,91.90000153,21.1
Canada,2006,36.24633511,,,61.20000076,46.66884438,50.29999924,37.09999847,7.800000191,26.29999924,68.09999847,84.76454758,,92.09999847,20.8
Canada,2007,36.92277548,,,61.90000153,46.83733822,51.59999847,36.59999847,5.900000095,26.29999924,68,85.49723787,,92,21.3
Canada,2008,35.99248515,,,62.09999847,46.83697157,51.90000153,36.59999847,5.699999809,26.60000038,67.69999695,85.41953381,,92.09999847,22.1
Canada,2009,36.98480924,,,61.90000153,47.02642854,53.09999847,36.20000076,7.099999905,27.20000076,67.59999847,86.21169763,,91.59999847,22.1
Canada,2010,36.69671761,,,61.79999924,47.08563422,54.29999924,35.70000076,10.39999962,27.60000038,67.59999847,86.43356537,,91.80000305,22.1
Canada,2011,37.00191988,,,61.70000076,47.14629689,55.40000153,35,11.69999981,27,66.59999847,86.53576174,,92,24.8
Canada,2012,36.24967423,,,61.59999847,47.13905711,57.20000076,33.70000076,11.69999981,26.70000076,67.30000305,86.5168555,,92,24.7
Canada,2013,35.76985259,,,61.59999847,47.20848469,57.70000076,33.59999847,12,26.70000076,66.69999695,86.76056123,,91.90000153,24.7
Canada,2014,,,,61.40000153,47.12164915,58.20000076,33.40000153,12,27,66.59999847,86.72316226,,92,25.1
Canada,2015,,,,,,,,,,,,,,26
Czech Republic,1990,,,,51.59999847,44.36972464,,,,,,73.08781812,,,
Czech Republic,1991,,,,52.20000076,44.42514372,7.599999905,67.5,,,,73.21177914,,,
Czech Republic,1992,,,,52.29999924,44.41011422,,,,,,73.35202945,,,
Czech Republic,1993,25.23364486,,,52.29999924,44.3791824,,,16.39999962,5.5,68.80000305,73.35202945,4.900000095,90.19999695,
Czech Republic,1994,24.80314961,,,52.59999847,44.45938044,,,20.79999924,5.400000095,67.69999695,73.66946408,5.199999809,90.69999695,
Czech Republic,1995,26.79738562,,,52.20000076,44.23916396,,,28.39999962,5.400000095,70.19999695,73.21177914,6,90,
Czech Republic,1996,23.12312312,,,51.70000076,44.00207909,8.5,75.59999847,28.89999962,5.199999809,67.30000305,72.61236373,5.800000191,90.30000305,
Czech Republic,1997,23.21318971,,,51.70000076,44.04678719,,,27.5,5.300000191,69.09999847,72.81690248,5.800000191,92,15
Czech Republic,1998,25.22297995,,,51.90000153,44.1917789,9.300000191,77,29.70000076,5.199999809,70,73.30508374,6.800000191,91,15
Czech Republic,1999,25.28168671,,,52.09999847,44.33957943,10,77,39.90000153,5.400000095,70.90000153,73.79603343,7.599999905,90.30000305,15
Czech Republic,2000,24.06844261,,,51.70000076,44.3436616,10.5,76,48.29999924,5.400000095,72.5,73.96280348,7.800000191,90.09999847,15
Czech Republic,2001,26.77118628,,,51.40000153,44.36113341,11,75.90000153,52,5.400000095,72,73.95683673,8.199999809,89.59999847,15
Czech Republic,2002,26.07251838,,,51.09999847,44.23817404,11.10000038,77.09999847,51,4.900000095,73.40000153,73.6311201,8.399999619,89.5,17
Czech Republic,2003,27.67526282,,,50.90000153,44.34915552,11.30000019,77.59999847,51.79999924,5.300000191,71.90000153,73.98255708,9.600000381,88.30000305,17
Czech Republic,2004,28.09632743,,,50.59999847,44.28746797,11.89999962,77.40000153,54,5.199999809,72.90000153,73.86861091,9,88.90000153,17
Czech Republic,2005,29.62429474,,17.8,50.59999847,44.09689932,12.69999981,77.69999695,54.09999847,5.5,72.80000305,73.65356728,8.399999619,89.59999847,17
Czech Republic,2006,28.86008121,,,50.5,44.08948502,13.39999962,77,56.29999924,5.599999905,72.80000305,73.61516199,8.600000381,89.09999847,15.5
Czech Republic,2007,28.61782939,,,49.79999924,43.68892116,13.89999962,76.90000153,54.70000076,5.900000095,72.30000305,72.8070148,8.699999809,89.40000153,15.5
Czech Republic,2008,28.06014676,,,49.29999924,43.38228019,15.19999981,75.69999695,50.09999847,5.800000191,72.09999847,72.28739215,8.699999809,89.40000153,15.5
Czech Republic,2009,28.99469495,18.4,25,49.5,43.40371226,16.5,75.09999847,33.29999924,6.199999809,68.69999695,72.47437451,9.399999619,88.59999847,15.5
Czech Republic,2010,27.70886162,,,49.20000076,43.30153254,17.70000076,74.40000153,43.29999924,7,69.19999695,72.3529423,10.39999962,87.80000305,22
Czech Republic,2011,25.78833726,,,49.40000153,43.44783184,19.20000076,73.59999847,41.40000153,6.599999905,72.90000153,73.18518745,11.10000038,87.09999847,22
Czech Republic,2012,,,,50.09999847,43.67503849,21.10000038,71.90000153,45,7,69.69999695,73.89379973,11.60000038,86.59999847,22
Czech Republic,2013,,11.6,30.8,51.09999847,44.02049538,22.60000038,71.19999695,46.40000153,8,71.19999695,74.81697832,11.60000038,86.5,19.5
Czech Republic,2014,,,,51.29999924,44.12091218,23.89999962,70.30000305,44.20000076,7.699999809,70.5,74.99999721,11.19999981,87.19999695,19.5
Czech Republic,2015,,,,,,,,,,,,,,20
Cyprus,1990,,,,40.79999924,36.24209208,,,,,,57.62711508,,,1.8
Cyprus,1991,,,,41.90000153,36.77551946,,,,,,58.84831927,,,
Cyprus,1992,,,,41.59999847,37.00074368,26.39999962,35.20000076,,,,59.42856925,,,
Cyprus,1993,,,,42.29999924,37.0683279,,,,,,59.49367109,,,
Cyprus,1994,,,,42.5,37.61329263,,,,,,60.62767607,,,
Cyprus,1995,,,,41.70000076,37.19760128,,,,,,59.57142966,,,
Cyprus,1996,,,,43,37.84459416,,,,,,61.07954413,,,
Cyprus,1997,,,,43.59999847,38.45326262,,,,,,62.64367734,,,5.4
Cyprus,1998,,,,43.5,38.57223837,,,,,,62.95224452,,,5.4
Cyprus,1999,14.66666698,,,43.70000076,38.67731139,28.5,41.09999847,,11.10000038,69.80000305,63.33333444,14.39999962,84.40000153,5.4
Cyprus,2000,14.7821993,,,49.70000076,40.79330234,29.5,41.40000153,31.89999962,13.89999962,69.30000305,69.12378263,14.89999962,83.5,7.1
Cyprus,2001,19.01646036,,,52.20000076,41.86177981,31.39999962,39.20000076,19.60000038,12.89999962,68,72.29917309,14.10000038,84,10.7
Cyprus,2002,17.55034336,,,52.90000153,42.32370509,34.5,38,22.70000076,11.19999981,72.09999847,73.77964265,14.60000038,84.09999847,10.7
Cyprus,2003,17.4661173,,,54.09999847,42.49290822,34.79999924,37.90000153,27.39999962,13,68,74.4154068,14.5,84.30000305,10.7
Cyprus,2004,17.25518772,,,54.20000076,42.25234611,34.20000076,37,28,13.10000038,69.30000305,73.84196136,14,84.30000305,16.1
Cyprus,2005,14.76169865,,,53.59999847,41.98029666,35.40000153,38.79999924,27,13.89999962,70.40000153,73.32421285,14,83.90000153,16.1
Cyprus,2006,16.14677266,,,54.40000153,42.31497462,38.59999847,37.79999924,21.29999924,11.89999962,70.80000305,74.72527369,13.10000038,85.19999695,14.3
Cyprus,2007,15.43039866,,,55.29999924,42.70300924,41.09999847,38.20000076,14.60000038,10.80000019,67.80000305,76.27586102,11.39999962,86.80000305,14.3
Cyprus,2008,16.12107701,,,55.59999847,42.88746891,42.90000153,36.70000076,11.30000019,11.30000019,67.19999695,77.2222201,11.5,87.09999847,14.3
Cyprus,2009,12.22751405,,,56.20000076,43.18183809,42,36.20000076,10.39999962,12.19999981,67.80000305,78.71148398,12.39999962,86,12.5
Cyprus,2010,13.76464294,,,57.09999847,43.52516262,42.59999847,35.29999924,19.70000076,12.39999962,64.59999847,80.0841459,11.60000038,87,12.5
Cyprus,2011,13.63636335,,,56.40000153,43.50251433,45.90000153,34.5,20,12.69999981,61.59999847,79.88668944,10.5,87.90000153,10.7
Cyprus,2012,,,,55.79999924,43.1069574,46.70000076,35.70000076,28.39999962,13.60000038,62.29999924,78.81355485,9.600000381,89,10.7
Cyprus,2013,,,,56,43.14347372,47.79999924,35.90000153,37.20000076,16.10000038,61.79999924,78.7623083,10.19999981,88.5,10.7
Cyprus,2014,,,,56.20000076,43.18359938,49.79999924,34.29999924,46.70000076,17.10000038,59.79999924,78.82187708,11.39999962,87.59999847,12.5
Cyprus,2015,,,,,,,,,,,,,,12.5
Denmark,1990,,,,61.5,45.99220129,,,31.29999924,29.70000076,71.09999847,81.67330346,5.900000095,92.80000305,30.7
Denmark,1991,,,,61.79999924,46.41506696,,,34.29999924,28.79999924,71,82.95301911,5.800000191,92.90000153,
Denmark,1992,17.82917999,,,62.09999847,46.62591282,18.10000038,50.79999924,28.60000038,29,71,83.80566768,5.900000095,92.80000305,
Denmark,1993,19.45709906,,,61.5,46.63623895,22.89999962,54.90000153,26.70000076,28.5,70.19999695,84.01639695,5.800000191,93,
Denmark,1994,23.41718856,,,57.90000153,45.7956879,25.10000038,50.5,32.40000153,26.20000076,69.40000153,81.09243738,5.400000095,93,
Denmark,1995,19.22785341,,,57.90000153,45.22412053,25.20000076,52.5,24.70000076,25.70000076,68.09999847,79.31507058,4.400000095,93.80000305,
Denmark,1996,22.86502301,,,58.20000076,45.37443583,26.79999924,48.40000153,25.20000076,24.39999962,66.09999847,79.83539032,4.599999905,93.90000153,
Denmark,1997,23.75286744,,,58.70000076,45.47963686,25.20000076,50.79999924,27.79999924,24.39999962,64.59999847,80.19126122,4.300000191,94.09999847,33
Denmark,1998,21.50668223,,,59.40000153,46.23088966,25.70000076,50.40000153,28.79999924,25.5,68.5,82.72980362,4.5,93.69999695,37.4
Denmark,1999,22.01307353,,,60,46.20094188,25.89999962,50.59999847,19.79999924,22.70000076,68.5,82.53095257,4.300000191,94,37.4
Denmark,2000,24.19317364,,,60,46.47442902,25.70000076,51.29999924,22.39999962,24,69.40000153,83.68201193,4.300000191,94.30000305,37.4
Denmark,2001,20.96812641,,,59.79999924,46.59504411,30.10000038,52.29999924,20.39999962,21,66,83.87096308,3.5,95.30000305,
Denmark,2002,21.36819218,,,59.90000153,46.30718243,30.79999924,52,20.70000076,21.39999962,64.30000305,83.07906074,3.400000095,94.80000305,38
Denmark,2003,25.77275465,,,59.79999924,46.42534412,33.5,47.59999847,16.89999962,22.70000076,65,83.40307083,3.700000048,94.19999695,38
Denmark,2004,23.75927578,,,60.70000076,46.67854728,33.79999924,46.59999847,21.89999962,23.79999924,65,84.30555662,3.900000095,94.80000305,38
Denmark,2005,24.18757283,,,60.5,46.71729466,35.40000153,46.40000153,22.70000076,23.60000038,64,84.73389175,4.099999905,94.59999847,36.9
Denmark,2006,24.49620764,,,61.20000076,46.94530254,35.90000153,45,20.79999924,24.39999962,64.30000305,85.47486322,4,94.19999695,36.9
Denmark,2007,28.30211444,,,60.79999924,46.89652656,31.39999962,42.29999924,16.60000038,23.29999924,63.29999924,85.51336222,3.599999905,94.69999695,38
Denmark,2008,23.92312583,,,61.09999847,46.96180602,31.89999962,41.20000076,12.80000019,23.29999924,61.29999924,85.69424384,3.299999952,95,38
Denmark,2009,24.85011963,,,60.59999847,47.12474836,33.29999924,39.90000153,9.800000191,24.39999962,62,86.3247879,3.700000048,94.59999847,38
Denmark,2010,22.68622315,,,59.79999924,47.12940862,33.70000076,40.79999924,17.79999924,25.29999924,63.20000076,86.54124538,4,94.40000153,38
Denmark,2011,27.80027099,,,59.59999847,47.25253757,35.20000076,40.70000076,22.29999924,25.10000038,62.09999847,87.00729704,3.799999952,94.59999847,39.1
Denmark,2012,,,,59.09999847,47.35889544,36.79999924,39.79999924,27.5,24.79999924,60.90000153,87.55555329,4,94.40000153,39.1
Denmark,2013,,,,58.70000076,47.62453049,37.70000076,39.90000153,27.5,24.60000038,61.09999847,88.40361358,3.900000095,94.40000153,39.1
Denmark,2014,,,,58.70000076,47.68798596,37.59999847,39.90000153,24.39999962,25.39999962,61,88.53695032,3.900000095,94.5,39.1
Denmark,2015,,,,,,,,,,,,,,37.4
Estonia,1990,39.46524227,,,63,49.55585694,,,28.29999924,,,82.24543245,2.700000048,96.69999695,
Estonia,1991,38.87079243,,,61.40000153,49.30119234,,,24,,,81.10964861,2.799999952,96.30000305,
Estonia,1992,38.9887649,,,59.59999847,49.05105271,,,26.10000038,,,79.89276098,3.599999905,95.30000305,
Estonia,1993,38.32752681,,,57.70000076,48.71230216,,,29.79999924,,,78.5034024,4.400000095,94,
Estonia,1994,37.45664916,,,55.79999924,48.48466588,,,41.70000076,,,77.17841892,4.400000095,93.69999695,
Estonia,1995,36.55172414,,,53.79999924,48.10332143,19.39999962,67.90000153,30.89999962,,,75.77464681,3.5,95.19999695,
Estonia,1996,36.76056392,,,54,48.31290899,,,51.59999847,,,76.70454379,3.799999952,95,
Estonia,1997,36.12057887,,,54.20000076,48.55477033,49.70000076,40.40000153,51.70000076,12.5,60.09999847,77.6504275,3.900000095,95,10.9
Estonia,1998,34.0260076,,,52.90000153,47.89669697,37.79999924,52.09999847,51.5,10.30000019,67.59999847,76.00575099,4.699999809,93.80000305,10.9
Estonia,1999,35.52942076,,,52.09999847,48.17289904,37.09999847,52.79999924,46.79999924,9.100000381,62.70000076,77.0710054,4.699999809,93.5,17.8
Estonia,2000,40.37950954,,,51.70000076,48.20239324,36.59999847,53,42.59999847,9.5,69.09999847,77.51124907,4.400000095,93.69999695,17.8
Estonia,2001,36.90402185,,,51.90000153,48.25753224,36.79999924,54.5,45.40000153,10.39999962,67.5,78.04511508,3,95.80000305,17.8
Estonia,2002,37.92982137,,,50.79999924,48.20739165,37.79999924,53.09999847,48.29999924,9.600000381,70.30000305,77.91411291,3.099999905,95.69999695,17.8
Estonia,2003,31.23032701,,,52.09999847,48.10351028,37.09999847,54,43.29999924,10.60000038,64.5,77.41455589,3.400000095,94.69999695,18.8
Estonia,2004,35.17920119,,,52.70000076,48.50468897,40.59999847,50.90000153,48.5,10.69999981,67.90000153,78.77428933,3.799999952,94.59999847,18.8
Estonia,2005,37.21911909,,28.3,53.29999924,49.31273562,41.09999847,51.09999847,60.5,10.80000019,68,81.49846788,3.599999905,95.09999847,18.8
