Country Name,Time,"2016 Jul - Female legislators, senior officials and managers (% of total)",2016 Jul - Firms with female top manager (% of firms),2016 Jul - Firms with female participation in ownership (% of firms),"2016 Jul - Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","2016 Jul - Labor force, female (% of total labor force)","2016 Jul - Labor force with tertiary education, female (% of female labor force)","2016 Jul - Labor force with secondary education, female (% of female labor force)","2016 Jul - Long-term unemployment, female (% of female unemployment)","2016 Jul - Part time employment, female (% of total female employment)","2016 Jul - Part time employment, female (% of total part time employment)",2016 Jul - Ratio of female to male labor force participation rate (%) (modeled ILO estimate),"2016 Jul - Vulnerable employment, female (% of female employment)","2016 Jul - Wage and salaried workers, female (% of females employed)",2016 Jul - Proportion of seats held by women in national parliaments (%)
Portugal,1999,30.5379911,,,52,45.15182941,11.89999962,12.60000038,42.29999924,14.5,70.5,74.92795224,22.60000038,73.19999695,18.7
Portugal,2000,31.10844027,,,52.79999924,45.36225447,12,13.39999962,40.70000076,14.89999962,71.5,75.75323034,20.79999924,74,17.4
Portugal,2001,30.77354173,,,53.5,45.4720396,12.39999962,13.10000038,38.09999847,14.30000019,69.90000153,76.21082952,22.79999924,73.90000153,18.7
Portugal,2002,29.5018514,,,54.09999847,45.63811812,13.39999962,13.69999981,35.29999924,14.39999962,67.80000305,76.84658708,22.29999924,74.40000153,19.1
Portugal,2003,32.19979152,,,54.59999847,46.02039528,14.10000038,14.19999981,36.79999924,14.60000038,67.59999847,78.11158409,22.10000038,74.30000305,19.1
Portugal,2004,33.45675364,,,54.59999847,46.15050914,16.79999924,14.5,44.79999924,14.10000038,67.09999847,78.56114888,20.20000076,76.09999847,19.1
Portugal,2005,34.06198993,,50.8,55.40000153,46.53468201,16.79999924,15.5,48.59999847,14,68.5,79.94227862,20.89999962,75.90000153,21.3
Portugal,2006,33.03156924,,,55.79999924,46.71760621,17.20000076,16.29999924,49.59999847,13.39999962,66.30000305,80.17241445,20,76.80000305,21.3
Portugal,2007,31.83356527,,,56.20000076,46.99729815,17.89999962,16,46.70000076,14.19999981,66.69999695,80.86331045,19.39999962,77.09999847,28.3
Portugal,2008,31.45311913,,,56.09999847,47.0978834,18.89999962,15.89999962,46.29999924,14.30000019,68.40000153,80.83573089,19.29999924,77.40000153,28.3
Portugal,2009,31.78374687,,,56,47.58440365,19.29999924,17.60000038,47.20000076,13.69999981,67.90000153,82.11144062,18.39999962,78.5,27.4
Portugal,2010,32.27970255,,,56.29999924,47.95279139,20.5,19,52.40000153,12.89999962,65.80000305,82.91605003,17.5,79.59999847,27.4
Portugal,2011,32.6884603,,,55.29999924,47.66695044,22.39999962,21.39999962,48.70000076,14.19999981,59.79999924,81.32352829,14.19999981,82.80000305,28.7
Portugal,2012,,,,55.40000153,48.02170787,24.10000038,23.29999924,48.59999847,14.39999962,58.59999847,82.44048221,14.39999962,82.30000305,28.7
Portugal,2013,,,,54.90000153,48.3314793,25.89999962,24.60000038,55,13.5,58,82.93051972,14.10000038,82.59999847,28.7
Portugal,2014,,,,54.90000153,48.43133282,29.10000038,25.60000038,58.5,12.30000019,57.90000153,82.93051972,11.80000019,85.09999847,31.3
Portugal,2015,,,,,,,,,,,,,,34.8
Russia,1990,,,,59.59999847,48.23537534,,,,,,78.11270785,,,15.6
Russia,1991,,,,58.40000153,47.93888424,,,,,,77.3509954,,,
Russia,1992,,,,57.09999847,47.62876849,,,13.30000019,7.599999905,69.59999847,76.54155448,0.5,94.40000153,
Russia,1993,,,,55,47.37671835,,,22.10000038,6.300000191,70,75.86206897,0.699999988,94.69999695,
Russia,1994,,,,52.79999924,47.18160944,,,26.10000038,7.099999905,71.5,75.2136774,1.100000024,94.5,
Russia,1995,,,,52.70000076,47.22987165,17.79999924,64.5,32.79999924,7.199999809,75.09999847,75.39341862,1.5,94.40000153,
Russia,1996,,,,51.79999924,47.25910943,58.09999847,31.29999924,35.40000153,6.800000191,74.90000153,75.73099135,1.799999952,94.69999695,
Russia,1997,37.49667818,,,50.79999924,47.53705859,,,40.90000153,6.800000191,73.90000153,76.50602119,2.599999905,96.09999847,10.2
Russia,1998,38.15789474,,,50,47.52481681,60.90000153,30,42.5,7.199999809,74,76.68712015,2.5,96.30000305,10.2
Russia,1999,36.55719957,,,54,48.19746508,,,49.90000153,11.19999981,66.19999695,78.71720292,8.600000381,89.30000305,
Russia,2000,35.62412342,,,54.09999847,48.28615078,,,50,10,66,79.09356326,8.100000381,90.30000305,7.7
Russia,2001,36.63685152,,,52.90000153,48.26739583,,,42.70000076,7.300000191,67.90000153,78.83755995,6.199999809,92.30000305,7.6
Russia,2002,37.4527978,,,54,48.79706946,27.5,66,40.70000076,5.300000191,69.09999847,80.23773782,6,92.59999847,7.6
Russia,2003,38.68711933,,,55.09999847,48.99579825,26.79999924,65.90000153,39.79999924,7.300000191,66.90000153,81.02940952,5.599999905,93.30000305,7.6
Russia,2004,38.07106599,,,55.70000076,49.15348949,59.59999847,34.59999847,42,7.199999809,65.80000305,81.43274784,5.699999809,93.09999847,9.8
Russia,2005,39.01052632,,23.9,56.20000076,49.30718238,58.5,35.09999847,41,7.400000095,65.30000305,81.8049538,6,92.69999695,9.8
Russia,2006,38.85267275,,,56.5,49.44521418,59.20000076,34.79999924,43.90000153,6.900000095,64.30000305,82.12208938,5.800000191,93.09999847,9.8
Russia,2007,38.68118324,,,57.09999847,49.29042011,60.5,34.5,42.40000153,6.599999905,64.80000305,81.57142639,5.5,93.30000305,14
Russia,2008,37.07592892,,,56.90000153,48.91670684,62.29999924,33.20000076,37.79999924,6.5,64.5,80.36723033,5.400000095,93.30000305,14
Russia,2009,37.41203963,14.3,33.1,57,49.10775275,61.70000076,33.79999924,30.60000038,6.199999809,65.19999695,80.62235143,5.699999809,93.30000305,14
Russia,2010,38.71690608,,,56.40000153,48.76725161,63,33.20000076,31.20000076,5.599999905,64.30000305,79.66101567,5.099999905,94,14
Russia,2011,39.52409646,,,56.90000153,48.89617419,64,32.40000153,33.40000153,5.400000095,65.40000153,79.91573591,5.300000191,93.69999695,13.6
Russia,2012,39.08768149,20.1,28.5,57,48.91122515,64.30000305,32.29999924,31.70000076,5.400000095,64.5,79.83193107,5.199999809,94,13.6
Russia,2013,38.38678328,,,57.09999847,48.84956742,64.69999695,32.20000076,31.79999924,5.800000191,65.5,79.63737923,5.5,93.59999847,13.6
Russia,2014,,,,57.09999847,48.77960567,,,28.39999962,5.300000191,65.09999847,79.52645689,,,13.6
Russia,2015,,,,,,,,,,,,,,13.6
Saudi Arabia,1990,,,,14.39999962,10.66173691,,,,,,17.91044695,,,
Saudi Arabia,1991,,,,14.39999962,10.68307746,,,,,,17.97752796,,,
Saudi Arabia,1992,,,,14.5,10.74666568,,,,,,18.05728449,1.799999952,98,
Saudi Arabia,1993,,,,14.89999962,11.15640651,,,,,,18.69510689,,,
Saudi Arabia,1994,,,,15.19999981,11.5327503,,,,,,19.24050609,,,
Saudi Arabia,1995,,,,15.5,11.99188026,,,,,,19.82097264,,,
Saudi Arabia,1996,,,,15.69999981,12.48748233,,,,,,20.38961014,,,
Saudi Arabia,1997,,,,16,13.1657968,,,,,,21.16402159,,,
Saudi Arabia,1998,,,,16.29999924,13.87756387,,,,,,22.027026,,,
Saudi Arabia,1999,,,,16.70000076,14.64054017,27.39999962,25.79999924,,,,23.03448381,,,
Saudi Arabia,2000,,,,16.10000038,14.00549982,26,25.20000076,,,,21.69811461,,,
Saudi Arabia,2001,,,,15.89999962,13.90021927,30.60000038,28.29999924,,,,21.54471404,,,
Saudi Arabia,2002,,,,15.89999962,13.74283341,31,26.10000038,,,,21.54471404,,,
Saudi Arabia,2003,,,,16.39999962,13.91591961,,,,,,22.16216165,,,0
Saudi Arabia,2004,,,,17,14.16454333,,,,,,22.94197078,,,0
Saudi Arabia,2005,,,,17.60000038,14.46989523,,,,,,23.75168791,,,0
Saudi Arabia,2006,8.947186219,,,18.29999924,14.89426674,36.79999924,22.10000038,,,,24.7297287,,,0
Saudi Arabia,2007,9.218793624,,,18,14.56845204,35.70000076,21.70000076,,,,24.12868682,,,0
Saudi Arabia,2008,7.11604435,,,17.70000076,14.3091152,37.20000076,18.20000076,,,,23.66310166,,,0
Saudi Arabia,2009,5.377196611,,,17.39999962,14.08187761,39.90000153,18.39999962,22.89999962,,,23.26203063,,97.09999847,0
Saudi Arabia,2010,,,,17.70000076,14.20171418,,,,,,23.56857673,,,0
Saudi Arabia,2011,,,,18,14.34365222,,,55.29999924,,,23.87267856,,,0
Saudi Arabia,2012,,,,18.20000076,14.3789143,,,44.70000076,,,24.10596128,,,0
Saudi Arabia,2013,6.803724772,,,20.20000076,15.1652977,,,20.60000038,,,25.79821197,,98.80000305,19.9
Saudi Arabia,2014,,,,20.39999962,15.23191442,,,,,,26.02040717,,,19.9
Saudi Arabia,2015,,,,,,,,,,,,,,19.9
Qatar,1990,,,,41.59999847,13.95903962,,,,,,44.20828815,,,
Qatar,1991,,,,42.40000153,14.32780926,,,,,,44.91525513,,,
Qatar,1992,,,,42.20000076,14.44233003,,,,,,44.60888102,,,
Qatar,1993,,,,42.59999847,14.75210354,,,,,,44.84210366,,,
Qatar,1994,,,,42.59999847,15.0299007,,,,,,44.74789899,,,
Qatar,1995,,,,42.29999924,15.28172172,,,,,,44.43277373,,,
Qatar,1996,,,,41.5,15.36452373,,,,,,43.82259909,,,
Qatar,1997,6.64185489,,,39.29999924,14.99943506,,,,,,41.98717936,0,99.90000153,
Qatar,1998,,,,38.59999847,15.04417064,,,,,,41.59482457,,,
Qatar,1999,,,,38.40000153,15.22806711,,,,,,41.60346723,,,
Qatar,2000,,,,38,15.34312943,,,,,,41.34929202,,,
Qatar,2001,4.706054906,,,39.09999847,15.96881665,,,,,,42.54624355,,,
Qatar,2002,,,,39.79999924,16.50453849,,,,,,43.1670288,,,
Qatar,2003,,,,41.29999924,16.95039605,,,,,,44.50430806,,,
Qatar,2004,8.094493541,,,42.09999847,16.52746228,,,,,,45.1232552,0,99.90000153,
Qatar,2005,,,,44.70000076,15.9746498,,,,,,47.50265833,,,
Qatar,2006,7.284848718,,,47.79999924,15.14601141,,,,,,50.47518562,,99.30000305,0
Qatar,2007,6.832121843,,,50.09999847,14.15563729,,,,,,52.7368405,,99.90000153,0
Qatar,2008,,,,50.20000076,13.00708936,,,,,,52.67575987,,99.90000153,0
Qatar,2009,4.360487515,,,50.09999847,12.29159553,,,35.59999847,,,52.40585698,,99.80000305,0
Qatar,2010,,,,50.5,12.1158568,,,,,,52.82426863,,,0
Qatar,2011,,,,50.70000076,12.31272768,,,34.40000153,,,53.03347445,,99.5,0
Qatar,2012,,,,50.79999924,12.67320535,,,31.10000038,,,53.13807536,,99.59999847,0
Qatar,2013,12.21782474,,,50.79999924,13.11240754,,,22.20000076,,,53.19371648,0,99,0
Qatar,2014,,,,50.70000076,13.52505763,,,,,,53.08900603,,,0
Qatar,2015,,,,,,,,,,,,,,0
Singapore,1990,,,,50.70000076,39.1442889,,,,,,63.93442473,,,4.9
Singapore,1991,16.53094359,,,49.79999924,38.29271981,6.800000191,55.09999847,,,,61.78660072,6.300000191,91.40000153,
Singapore,1992,16.84511017,,,50.09999847,38.45439265,7.5,55.5,,,,62.15880822,6.199999809,91.40000153,
Singapore,1993,17.44107718,,,49.59999847,38.28145513,9,54.59999847,,,,61.76836437,5.599999905,91.90000153,
Singapore,1994,18.4328846,,,49.79999924,38.30159851,9.600000381,55.09999847,,,,61.86335309,6.099999905,91.40000153,
Singapore,1995,,,,49.70000076,38.70572478,,,,,,62.99112776,,,
Singapore,1996,20.47800082,,,51,39.03976703,12,55.70000076,,,,63.75,6.599999905,91,
Singapore,1997,22.62773766,,,50.40000153,39.12515501,12.5,54.5,,,,63.63636802,5.800000191,91.80000305,4.8
Singapore,1998,20.87628866,,,50.29999924,39.36714772,14,55.40000153,,,,64.07643215,6.300000191,91.69999695,4.8
Singapore,1999,21.79822274,,,51.29999924,39.85398081,14.30000019,55.40000153,,,,65.26717587,7,90.5,4.3
Singapore,2000,,,,52.59999847,40.61915288,,,,,,67.09183348,,,4.3
Singapore,2001,24.77678571,,,52,40.57709729,17.10000038,54.5,,,,66.66666667,7.300000191,90.59999847,11.8
Singapore,2002,25.91273338,,,50.90000153,40.3230163,19.20000076,53.79999924,,,,65.93264707,6.900000095,90.59999847,11.8
Singapore,2003,26.08695652,,,51.5,40.8405888,20.60000038,53.5,,,,67.23237732,7,90.5,16
Singapore,2004,27.71975627,,,52,41.27886161,22,52,,,,68.3311446,7,90.40000153,16
Singapore,2005,,,,53.5,41.85799234,,,,,,69.75228439,,,16
Singapore,2006,30.9780606,,,55.09999847,42.43998602,23.70000076,51.20000076,,,,71.18862712,7.199999809,89.90000153,21.2
Singapore,2007,30.52982712,,,55.40000153,42.52708575,24.10000038,51.90000153,,,,71.29987606,7.300000191,89.90000153,24.5
Singapore,2008,31.43659858,,,56.40000153,43.08092047,26.5,52,,,,72.96248292,7.099999905,90.09999847,24.5
Singapore,2009,31.60603995,,,56.09999847,42.88864388,27.5,50.5,,,,72.20077307,7.199999809,90,23.4
Singapore,2010,34.30787465,,,57.29999924,43.50582871,28.29999924,51.09999847,,,,73.93548289,6.5,90.40000153,23.4
Singapore,2011,33.88592316,,,58.09999847,43.92062038,29.60000038,50.59999847,,,,75.16170269,7.099999905,89.59999847,22.2
Singapore,2012,,,,59,44.20256525,30.20000076,50.59999847,,,,76.12903226,7,89.19999695,24.2
Singapore,2013,,,,58.79999924,44.23724978,51.5,30.29999924,,,,76.16580513,6.199999809,89.5,24.2
Singapore,2014,,,,58.59999847,44.20589626,,,,,,76.10389412,,,25.3
Singapore,2015,,,,,,,,,,,,,,23.9
Slovenia,1990,,,,47.79999924,46.54672022,,,,,,79.7996628,,,
Slovenia,1991,,,,47.59999847,46.45086412,,,,,,79.46577172,,,
Slovenia,1992,,,,47.40000153,46.43373042,,,,,,79.26421761,,,
Slovenia,1993,25.64102564,,,47.20000076,46.40651912,,,,,,79.4612787,10.39999962,87.80000305,
Slovenia,1994,25,,,51.79999924,46.20926527,,,,,,78.60394239,12.60000038,85.40000153,
Slovenia,1995,28.20512821,,,52.40000153,46.31297165,,,,,,79.03468946,12.19999981,85.80000305,
Slovenia,1996,27.52212367,,,51.40000153,46.44905774,16.29999924,58.29999924,,,,79.68992485,11.19999981,86.69999695,
Slovenia,1997,26.51714722,,,52.59999847,46.77895837,15.5,58.29999924,,,,81.29830132,14.39999962,83.59999847,7.8
Slovenia,1998,24.65562971,,,53.09999847,46.32195711,17.10000038,57.59999847,,,,80.33282859,14.19999981,84,7.8
Slovenia,1999,29.59780691,,,51.79999924,46.02705118,18.39999962,57.59999847,,,,79.69230652,13.10000038,84.59999847,7.8
Slovenia,2000,29.58855452,,,51.20000076,46.06135827,19.5,57.59999847,59.79999924,,,80.00000119,11.19999981,86.90000153,
Slovenia,2001,31.60408573,,,50.90000153,45.61513045,17.60000038,56.70000076,58.29999924,,,78.79257388,11.80000019,86.09999847,12.2
Slovenia,2002,29.12003534,,,51,45.79451236,17.79999924,57.79999924,52.79999924,6.099999905,56.59999847,79.31570386,11.10000038,87,12.2
Slovenia,2003,33.23716442,,,50.09999847,45.71865982,23.20000076,58.20000076,51.29999924,6.099999905,55.70000076,78.89763539,9.199999809,89,12.2
Slovenia,2004,33.40468159,,,52.5,45.87576963,23.79999924,57.59999847,49.5,8.899999619,53.70000076,79.54545455,11.39999962,86.90000153,12.2
Slovenia,2005,34.1927847,,29.1,52.79999924,46.00992082,25,57.29999924,46.29999924,9.300000191,57.5,79.99999884,10.69999981,87.40000153,12.2
Slovenia,2006,33.10300317,,,53.20000076,46.15816002,27.29999924,56.40000153,48.90000153,9.800000191,57.09999847,80.97412973,11.10000038,86.69999695,12.2
Slovenia,2007,31.84627449,,,53.40000153,45.78115375,28.5,55,46.09999847,9.699999809,56.20000076,80.30075417,11.69999981,86.80000305,12.2
Slovenia,2008,34.82952534,,,53.59999847,46.00527633,29.39999962,55.20000076,43,9.600000381,58.29999924,81.58295428,9.600000381,88.69999695,13.3
Slovenia,2009,35.54087313,15.9,42.2,53.5,45.76111319,30.70000076,54.70000076,32.09999847,10.39999962,57.29999924,81.4307496,11,87.19999695,14.4
Slovenia,2010,34.79730386,,,53.09999847,45.4571105,31.60000038,54.5,41.20000076,12.10000038,58.5,80.94512151,11.89999962,86,14.4
Slovenia,2011,38.45161192,,,52.29999924,45.6490314,34.59999847,53.20000076,43.09999847,10.89999962,58,81.5912644,11.39999962,86.59999847,32.2
Slovenia,2012,,,,52.29999924,45.87852292,36.79999924,52.09999847,47,10.30000019,59.5,82.36220352,10.89999962,87.19999695,32.2
Slovenia,2013,,18.8,34.5,52.29999924,45.97630641,37.79999924,51.59999847,50,11.19999981,59.09999847,82.75316235,11.80000019,86.40000153,32.2
Slovenia,2014,,,,52.20000076,46.06961715,38.20000076,49.90000153,53.90000153,12.5,59.59999847,82.85714407,14,84,35.6
Slovenia,2015,,,,,,,,,,,,,,36.7
South Africa,1990,,,,39.40000153,37.55221455,,,,,,57.77126582,,,2.8
South Africa,1991,,,,40.29999924,38.31958484,,,,,,59.527328,,,
South Africa,1992,,,,41.5,39.21057697,,,,,,61.75595519,,,
South Africa,1993,,,,42.5,39.96854837,,,,,,63.62275158,,,
South Africa,1994,,,,43.5,40.72707521,,,,,,65.41353383,,,
South Africa,1995,,,,44.5,41.42613555,,,,,,67.22054691,,,
South Africa,1996,,,,45.5,42.24422143,,,,,,69.04400447,,,
South Africa,1997,,,,46.5,43.05032035,,,,,,70.99236641,,,25
South Africa,1998,,,,47.70000076,44.16243378,,,,,,73.38461656,,,28.8
South Africa,1999,,,,48.79999924,45.09952723,,,,12.69999981,59.20000076,75.42504102,,,30
South Africa,2000,,,,49.59999847,45.79525188,,,,,,76.89922244,,,29.8
South Africa,2001,,,,50.20000076,46.2944318,12.80000019,33.40000153,27.39999962,12.5,66.19999695,78.19315132,,,29.8
South Africa,2002,,,,49.59999847,45.97864591,,,25.29999924,12.10000038,64,77.25856827,,,29.8
South Africa,2003,,,,47.5,45.4030656,,,24.20000076,13.19999981,66.19999695,75.63694359,16.5,81.09999847,29.8
South Africa,2004,,,,45,44.65552714,,,23.29999924,10.80000019,63.70000076,73.52941085,,80,32.8
South Africa,2005,,,,46.5,45.00640163,,,22.79999924,12.19999981,65,74.75884153,,,32.8
South Africa,2006,,,,47.59999847,45.37986898,,,22.39999962,13.10000038,64.59999847,76.03833807,,,32.8
South Africa,2007,33.71040724,,22.6,46.40000153,44.96604584,15.10000038,49.5,22.70000076,11.80000019,66.19999695,74.9596129,16.20000076,80.80000305,33
South Africa,2008,29.97061704,,,46.70000076,44.54496232,5.300000191,75.80000305,30.10000038,11.89999962,65.40000153,73.3124022,12.80000019,84.19999695,33
South Africa,2009,,,,44.90000153,44.35822921,,,31.5,12.10000038,65.90000153,72.88961467,12.30000019,85.09999847,44.5
South Africa,2010,29.72394098,,,43.5,44.23467674,,,34,11.39999962,64.30000305,72.62103321,11.69999981,85.59999847,44.5
South Africa,2011,31.01769912,,,43.90000153,44.57931839,,,33.70000076,10.69999981,63.20000076,73.90572458,11.19999981,86,42.3
South Africa,2012,31.31893821,,,44.20000076,44.29898512,17.70000076,31.89999962,33.40000153,11.69999981,65.5,73.66666794,10.60000038,87,42.3
South Africa,2013,,,,44.5,44.14786637,18.70000076,31.79999924,34.5,12.19999981,64.90000153,73.55371901,10.10000038,87.40000153,42.3
South Africa,2014,,,,44.70000076,43.84252957,,,36.20000076,11.89999962,64.80000305,73.27868978,,88.19999695,41.5
South Africa,2015,,,,,,,,,,,,,,42
Spain,1990,,,,33.79999924,34.34280404,,,58.5,11.30000019,79.19999695,49.05660158,24.89999962,73.19999695,14.6
Spain,1991,,,,34.20000076,34.81215653,,,57.40000153,10.5,78.40000153,50.07320532,23.5,74.5,
Spain,1992,30.23034126,,,34.79999924,35.62541721,19.70000076,17.39999962,52.59999847,12.80000019,78.30000305,51.94029737,22.20000076,74.30000305,
Spain,1993,33.07595949,,,35.5,36.33106843,21.79999924,17.79999924,55.5,13.89999962,76.90000153,53.46385419,22.10000038,74.90000153,
Spain,1994,32.17741924,,,36.5,37.19334661,22.89999962,18.5,59.40000153,14.30000019,75.5,55.55555814,21.29999924,75.90000153,
Spain,1995,31.29735542,,,37,37.68645353,24.39999962,19.20000076,60,15.69999981,77.19999695,56.92307692,20.70000076,76.59999847,
Spain,1996,32.03184196,,,37.59999847,38.05043353,26.89999962,20,59.59999847,16.10000038,74.90000153,57.75729548,19.5,77.5,
Spain,1997,31.06329192,,,38.20000076,38.40544829,28.10000038,20.39999962,57.20000076,16.70000076,75.19999695,58.76923194,17.89999962,79.09999847,24.7
Spain,1998,31.66335325,,,38.59999847,38.55096988,29.20000076,19.70000076,54.29999924,16.39999962,75.69999695,59.11178663,16.79999924,80,24.7
Spain,1999,30.4301374,,,39.29999924,38.83666632,30.39999962,20.5,50.70000076,16.70000076,76.80000305,59.99999884,14.39999962,82,21.6
Spain,2000,31.5336512,,,40.70000076,39.42008272,31.5,21.10000038,46.29999924,16.5,78.5,61.57337625,13.30000019,83.19999695,28.3
Spain,2001,32.30785148,,,39.70000076,38.91761024,33,21.39999962,40.40000153,16.60000038,79,60.61068819,13.19999981,83.40000153,28.3
Spain,2002,31.57098407,,,41.29999924,39.60194895,34.20000076,22.10000038,37.29999924,16.20000076,80,62.57575642,11.89999962,84.69999695,28.3
Spain,2003,29.89969995,,,43,40.34907955,34.20000076,22.39999962,37.09999847,16.39999962,80.69999695,64.46776907,11.39999962,85.59999847,28.3
Spain,2004,31.57790477,,,44.5,40.80696744,35.70000076,23.29999924,35,17.20000076,80.59999847,66.1218395,11,85.80000305,36
Spain,2005,32.0388186,,34.1,45.79999924,41.21054713,37.09999847,24.60000038,27.70000076,20.10000038,78.69999695,67.35294005,11.19999981,85.69999695,36
Spain,2006,31.89172933,,,47.29999924,41.85358593,37,25.20000076,24.20000076,19.60000038,79,69.25329008,10.39999962,86.30000305,36
Spain,2007,32.30896857,,,48.20000076,42.24270781,37,25.10000038,22.79999924,19.29999924,80,70.4678358,10.10000038,86.69999695,36.6
Spain,2008,32.45981973,,,49.59999847,42.84849594,36.59999847,25.29999924,22,19.70000076,80.19999695,72.30320638,9.699999809,86.80000305,36.3
Spain,2009,33.22348439,,,50.70000076,43.71383487,37.09999847,25.20000076,27.10000038,20,78.80000305,74.88922164,9,87.40000153,36.6
Spain,2010,34.33286099,,,51.40000153,44.18367347,38.20000076,24.5,37.29999924,20.5,77.90000153,76.3744416,8.800000191,87.69999695,36.6
Spain,2011,29.76005224,,,52.09999847,44.77549909,38.90000153,24.79999924,42.59999847,20.60000038,76.40000153,77.99400613,8.899999619,87.80000305,36
Spain,2012,,,,52.59999847,45.22253758,39.40000153,24.70000076,45.29999924,21.5,76,79.09774207,9.300000191,87.19999695,36
Spain,2013,,,,52.5,45.54856526,40.40000153,24.29999924,50.5,22.5,73.40000153,79.78723034,9.699999809,86.90000153,36
Spain,2014,,,,52.5,45.64508982,41.5,23.89999962,53.70000076,22.70000076,74,79.78723034,9.5,87,39.7
Spain,2015,,,,,,,,,,,,,,41.1
Sweden,1990,,,,62.40000153,47.72884499,,,11.80000019,24.20000076,81.09999847,87.64045534,,94.80000305,38.4
Sweden,1991,,,,61.90000153,47.6343424,,,11.89999962,24,80.40000153,87.18310074,,94.90000153,
Sweden,1992,,,,60.5,47.56590665,,,13.5,24.10000038,79.09999847,87.17579059,,94.90000153,
Sweden,1993,,,,59,47.48964615,,,12.89999962,24.29999924,78,86.892487,,94.19999695,
Sweden,1994,,,,58.09999847,47.291874,,,20.5,24.60000038,76.80000305,86.2017762,,93.69999695,
Sweden,1995,,,,58.59999847,47.47356403,28.20000076,49.59999847,22.89999962,23.70000076,76.80000305,86.68639023,5.199999809,93.09999847,
Sweden,1996,,,,58.79999924,47.55660221,27.79999924,50.09999847,25.79999924,23.20000076,76.5,87.11110998,5,93.30000305,
Sweden,1997,26.94060531,,,57.79999924,47.41767064,28.60000038,50.90000153,30.10000038,22.39999962,76.30000305,86.52694101,4.900000095,93.40000153,40.4
Sweden,1998,29.62569442,,,57,47.12986152,30.20000076,50.40000153,30.10000038,21.89999962,78.09999847,85.45727527,4.800000191,93.40000153,40.4
Sweden,1999,27.81190535,,,57.40000153,47.21647843,30.79999924,50.20000076,26.10000038,22.20000076,73.69999695,85.92814207,4.599999905,93.59999847,42.7
Sweden,2000,30.65932672,,,58.09999847,47.09030033,32.70000076,48.40000153,22.79999924,21.39999962,72.90000153,85.56700614,4.099999905,94.09999847,42.7
Sweden,2001,30.50962071,,,58.70000076,47.46986424,28.70000076,53.59999847,20,21,72.69999695,86.96296409,4.400000095,94.19999695,42.7
Sweden,2002,30.7065545,,,58.70000076,47.43831257,29.60000038,53.90000153,18.10000038,20.60000038,71.80000305,87.09198729,4.300000191,94.30000305,45
Sweden,2003,30.30203133,,,58.59999847,47.39865333,30.89999962,52.90000153,15.10000038,20.60000038,70.80000305,86.94361595,3.900000095,94.59999847,45.3
Sweden,2004,30.27389251,,,58.59999847,47.58682486,32.5,52.70000076,16.10000038,20.79999924,69.5,87.72454461,4.099999905,94.40000153,45.3
Sweden,2005,31.8588846,,,59.29999924,47.28010537,33.29999924,51.20000076,,18.79999924,67.09999847,87.07782756,4.099999905,94.19999695,45.3
Sweden,2006,32.10321745,,,59.59999847,47.32410737,34.70000076,51.79999924,,18.70000076,67.30000305,87.13449875,4.099999905,94.19999695,47.3
Sweden,2007,31.59291185,,,59.90000153,47.4367612,35.29999924,51.5,10.69999981,19.70000076,65,87.82991819,4.300000191,94.19999695,47
Sweden,2008,32.08310384,,,59.90000153,47.38280762,36.09999847,50.90000153,10.30000019,19.60000038,64.59999847,87.82991819,4.300000191,94.09999847,47
Sweden,2009,32.49496503,,,59.5,47.38380871,37.20000076,50.59999847,11.69999981,19.70000076,64.19999695,88.01775347,4.599999905,93.80000305,46.4
Sweden,2010,31.35661223,,,59,46.93656808,38.09999847,50.29999924,14.39999962,19.39999962,63,86.63730003,4.699999809,93.59999847,45
Sweden,2011,34.64722215,,,59.70000076,47.15559283,39.20000076,49.59999847,14.5,18.89999962,62.70000076,87.66520132,4.300000191,94,44.7
Sweden,2012,,,,60.20000076,47.36297786,40.40000153,48.70000076,13.80000019,18.60000038,62,88.39941573,4.199999809,94.09999847,44.7
Sweden,2013,,,,60.29999924,47.40423472,42,47.70000076,13.39999962,18.29999924,61.20000076,88.8070661,4.5,93.80000305,44.7
Sweden,2014,,12.5,52.5,60.20000076,47.36509335,43.70000076,42.09999847,13.80000019,18.20000076,61.09999847,88.65979295,4.5,93.80000305,44.7
Sweden,2015,,,,,,,,,,,,,,43.6
Switzerland,1990,,,,56,42.6742683,,,,,,69.56521739,,,14
Switzerland,1991,23.91304348,,,56.90000153,42.91283916,11.10000038,67.5,15.60000038,42.5,82.40000153,70.42079131,11,86,
Switzerland,1992,22.72727273,,,57.40000153,43.29620427,11.10000038,67.80000305,23.10000038,44,83.19999695,71.39303537,11,85.40000153,
Switzerland,1993,20.56074766,,,57.20000076,43.21959771,10.60000038,65.5,22.5,45,83,71.05590157,11.69999981,84.69999695,
Switzerland,1994,23.11111111,,,56.29999924,43.05250509,10.80000019,64.80000305,34.59999847,45,83.30000305,70.63990137,11.19999981,85.30000305,
Switzerland,1995,23.85786802,,,56.09999847,43.03187348,10.69999981,64.40000153,35.20000076,44.79999924,83.80000305,70.65490856,10.30000019,85.80000305,
Switzerland,1996,23.21602492,,,57,43.59787531,11.19999981,65.80000305,29.20000076,44.90000153,82.40000153,72.24334461,8,84.40000153,
