"","Time","female.leaders","female.labor.partic.rate","female.part.time.of.female","female.part.time.of.total.part","female.male.labor.partic.rate","female.vul.employ","female.paid.employ","female.parliament.seat","pop.growth","new.born","GDP.pc","gov.educational.expend","female.2edu.labor","male.2edu.labor","female.3edu.labor","male.3edu.labor","female.labor.of.total","female.unemploy","male.unemploy","total.unemploy"
"22",2011,30.2254806737869,59,38.29999924,70.80000305,81.49171099,5.28228865742376,91.19999695,24.7,1.389527316,263426,52346.90249,4.453299999,67.1770653315308,57.2404296138602,21.9766728615564,23.2396516138099,45.24748403,5.300000191,4.900000095,5.099999905
"23",2012,30.9821097646901,58.79999924,38.09999847,71.09999847,81.78024755,7.52916075076046,91.5,24.7,1.722895219,265145,53321.87934,4.178619862,55.1402836422778,56.259166062575,43.2118373837005,34.3771203270365,45.30507337,5.300000191,5.099999905,5.199999809
"24",2013,39.1857717795726,58.79999924,38,70.30000305,81.89414587,6.86472474563584,91.90000153,26,1.69747275,267034,53703.57473,4.188459873,51.1700453324008,46.9790750832169,11.8941895296779,24.4576450238269,45.38381602,5.599999905,5.699999809,5.699999809
"25",2014,39.4691358969011,58.70000076,38.20000076,69.90000153,81.86890274,5.97656471569451,90.3508316941228,26,1.488744923,-510480.993482408,54232.65836,5.74837181090153,57.5162236927685,49.2426165363083,22.8583963316387,28.5338403258306,45.38881977,5.900000095,6,6
"26",2015,37.6708786623154,70.4880516706104,39.1676915813765,85.5080395366632,98.8492973415482,-3.5388627610057,102.428128883427,26.7,1.342305215,271167,54717.70671,1.89753828145836,54.5516738453645,60.2962805112633,33.1779098936982,34.3542298986596,48.9165974107635,4.857563119607,6.92788345031605,6.26019960813789
"27",1990,15.4643357086471,36.59999847,28.79999924,79.80000305,59.90179933,16.5,83,8.5,0.298235706,115525,33164.43038,-0.794332918444685,67.1697498476451,63.7019713343914,10.6169703319339,17.4750572131042,39.03662468,6.95552824773094,8.18773888159182,7.43333102570204
"28",1991,28.6166635057008,37.90000153,30.5,80.09999847,61.72638532,14.89999962,84.69999695,3.16962085902056,0.371593166,116323,33647.09612,-0.181283104014609,25.2060337400221,18.0085147519201,8.30712552264323,12.5396285328434,39.67513306,10.60000038,4.599999905,7
"29",1992,27.2592183250934,38.70000076,30.39999962,83.5,63.3387917,15.89999962,83.59999847,5.88984186840486,0.405713496,117934,34023.79748,0.73681738687627,35.70000076,34.79999924,30,23.39999962,40.34165807,9.399999619,4.800000191,6.699999809
"30",1993,30.0936294,39.40000153,30.20000076,82.40000153,65.12396946,15.19999981,84,20.7874942537674,0.390638518,119735,33565.15687,1.94391608266523,34.59999847,35.20000076,31.89999962,24.5,40.98384432,10.80000019,6.199999809,8.100000381
"31",1994,30.33674795,40,29.89999962,81.80000305,65.46645008,14.80000019,84.69999695,7.71489012857448,0.308197074,120831,34541.67425,2.33797750869496,35.29999924,36.29999924,32.40000153,25.10000038,41.10791023,12.39999962,7.599999905,9.600000381
