Country,Time,"Adult literacy rate, population 15+ years, both sexes (%)","Adult literacy rate, population 15+ years, female (%)","Adult literacy rate, population 15+ years, male (%)",Barro-Lee: Percentage of female population age 15+ with no education,"Elderly literacy rate, population 65+ years, both sexes (%)","Elderly literacy rate, population 65+ years, male (%)","Elderly literacy rate, population 65+ years, female (%)",Population growth (annual %),"Literacy rate, population 25-64 years, both sexes (%)","Literacy rate, population 25-64 years, female (%)","Literacy rate, population 25-64 years, male (%)","Population, age 0, female","Population, age 0, male","Population, age 0, total",UIS: Mean years of schooling of the population age 25+. Female,UIS: Mean years of schooling of the population age 25+. Male,UIS: Mean years of schooling of the population age 25+. Total,UIS: Percentage of population age 25+ with a completed bachelor's or equivalent degree (ISCED 6). Female,UIS: Percentage of population age 25+ with a completed bachelor's or equivalent degree (ISCED 6). Male,UIS: Percentage of population age 25+ with a completed bachelor's or equivalent degree (ISCED 6). Total,UIS: Percentage of population age 25+ with at least a completed bachelor's or equivalent degree (ISCED 6 or higher). Male,UIS: Percentage of population age 25+ with at least a completed bachelor's or equivalent degree (ISCED 6 or higher). Total,UIS: Percentage of population age 25+ with at least a completed master's degree or equivalent (ISCED 7 or higher). Female,GDP per capita (constant 2005 US$),Government expenditure in educational institutions as % of GDP (%),"Labor force with primary education, female (% of female labor force)","Labor force with primary education, male (% of male labor force)","Labor force with secondary education, female (% of female labor force)","Labor force with secondary education, male (% of male labor force)","Labor force with tertiary education, female (% of female labor force)","Labor force with tertiary education, male (% of male labor force)","Labor force, female (% of total labor force)","Labor force, total","Unemployment, female (% of female labor force)","Unemployment, male (% of male labor force)","Unemployment, total (% of total labor force)"
Monaco,2014,,,,,,,,0.252824448,,,,,,,,,,,,,,,,,0.954850018,,,,,,,,,,,
Monaco,2015,,,,,,,,0.286647222,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,1990,,,,0.1,,,,0.923222729,,,,29178,30283,59461,,,,,,,,,,25423.55325,,,,,,,,43.19831397,1627964,,,
New Zealand,1991,,,,,,,,,,,,29348,30682,60030,,,,,,,,,,23957.68623,,,,,,,,43.41703111,1702355,9.699999809,11.30000019,10.60000038
New Zealand,1992,,,,,,,,1.041735384,,,,29311,31004,60315,,,,,,,,,,23974.146,,,,,,,,43.53048416,1710298,9.699999809,11.30000019,10.60000038
New Zealand,1993,,,,,,,,1.140231107,,,,29086,31177,60263,,,,,,,,,,25223.17192,,,,,,,,43.51231901,1727736,8.899999619,10.5,9.800000191
New Zealand,1994,,,,,,,,1.329237335,,,,28718,31105,59823,,,,,,,,,,26161.57954,,,,,,,,43.84970211,1773784,7.800000191,8.899999619,8.399999619
New Zealand,1995,,,,0.1,,,,1.464363787,,,,28247,30738,58985,,,,,,,,,,26965.14849,,,,,,,,44.08641364,1818000,6.5,6.5,6.5
New Zealand,1996,,,,,,,,1.582661927,,,,27655,30014,57669,,,,,,,,,,27506.96386,,,,,,,,44.60226893,1869517,6.300000191,6.300000191,6.300000191
New Zealand,1997,,,,,,,,1.312358286,,,,26962,28998,55960,,,,,,,,,,27684.59766,,13.89999962,10.80000019,13.5,11.10000038,48.59999847,53.59999847,44.6211418,1888477,6.800000191,6.800000191,6.800000191
New Zealand,1998,,,,,,,,0.887279889,,,,26303,27926,54229,,,,,,,,,,27607.07374,,,,,,,,44.86317328,1894915,7.599999905,7.800000191,7.699999809
New Zealand,1999,,,,,,,,0.525484536,,,,25851,27118,52969,,,,,,,,,,28976.0152,5.599359989,0.600000024,0.699999988,40.59999847,45.59999847,35.79999924,29.29999924,45.15964914,1910502,6.599999905,7.300000191,7
New Zealand,2000,,,,0.1,,,,0.587564086,,,,25724,26792,52516,,,,,,,,,,29603.41251,5.474349976,0.600000024,0.600000024,40.40000153,45.40000153,36.40000153,30.39999962,45.22368027,1931194,6.099999905,6.300000191,6.199999809
New Zealand,2001,,,,,,,,0.589286035,,,,25986,27055,53041,,,,,,,,,,30440.63482,5.433440208,0.5,0.600000024,46.29999924,52.29999924,31.20000076,24,45.46775557,1969565,5.400000095,5.400000095,5.400000095
New Zealand,2002,,,,,,,,1.737174864,,,,26583,27807,54390,,,,,,,,,,31374.48919,5.252840042,0.5,0.699999988,46.20000076,52.09999847,31.20000076,24.10000038,45.63191302,2031221,5.5,5.199999809,5.300000191
New Zealand,2003,,,,,,,,1.973558544,,,,27347,28820,56167,,,,,,,,,,32187.63865,5.357930183,,,,,,,46.0221688,2071380,5.099999905,4.5,4.800000191
New Zealand,2004,,,,,,,,1.486219082,,,,28043,29755,57798,,,,,,,,,,32920.79445,5.460030079,0.600000024,0.600000024,51.79999924,57.79999924,27,20,45.99216066,2124923,4.5,3.599999905,4
New Zealand,2005,,,,0.15,,,,1.12877351,,,,28500,30369,58869,,,,,,,,,,33658.20452,5.327320099,0,0,52.5,57.90000153,28.70000076,21.39999962,46.28034373,2182164,4.199999809,3.5,3.799999952
New Zealand,2006,,,,,,,,1.21898486,,,,28666,30593,59259,,,,26.72983,23.75782,25.3133,,,,34223.30552,5.020050049,18.5,19.79999924,38.09999847,46.40000153,40.09999847,30.79999924,46.22206117,2235240,4.199999809,3.599999905,3.900000095
New Zealand,2007,,,,,,,,0.932407688,,,,28596,30506,59102,,,,,,,,,,34876.95966,4.922100067,17.10000038,18.60000038,36.59999847,44.90000153,42.59999847,32.79999924,46.42148878,2269128,4,3.400000095,3.700000048
New Zealand,2008,,,,,,,,0.848701402,,,,28351,30195,58546,,,,,,,,,,34129.42606,4.57088995,16.5,19.10000038,37,44.59999847,41.20000076,31.5,46.60371684,2294420,4.300000191,4.199999809,4.199999809
New Zealand,2009,,,,,,,,0.999728031,,,,28035,29797,57832,,,,,,,,,,33608.25916,5.330840111,,,,,,,46.70974103,2316459,6.099999905,6.099999905,6.099999905
New Zealand,2010,,,,0.69,,,,1.111726056,,,,27724,29423,57147,,,,,,,,,,33692.1696,5.928929806,,,,,,,46.76192254,2341343,6.800000191,6.199999809,6.5
New Zealand,2011,,,,,,,,0.762479795,,,,27425,29081,56506,,,,38.4815,30.73005,34.75685,,,,34336.31793,5.874499798,,,,,,,46.89419444,2369176,6.800000191,6.300000191,6.5
New Zealand,2012,,,,,,,,0.548220797,,,,27122,28744,55866,,,,37.5034,30.1902,33.98864,,,,35083.10585,6.155889988,,,,,,,47.23744109,2376619,7.300000191,6.5,6.900000095
New Zealand,2013,,,,,,,,0.768347998,,,,26852,28450,55302,,,,,,,,,,35364.33012,,,,,,,,47.2201774,2397653,6.900000095,5.599999905,6.199999809
New Zealand,2014,,,,,,,,1.510339485,,,,,28240,,,,,23.1405,19.73929,21.50789,24.9,26.1,3.9,35939.45464,5.524419785,,,,,,,47.26514376,2433510,6.300000191,5,5.599999905
New Zealand,2015,,,,,,,,1.889045125,,,,26557,28141,54698,,,,,,,,,,36463.53058,,,,,,,,,,,,
Norway,1990,,,,0.08,,,,0.344151413,,,,28738,30213,58951,11.4,11.7,11.5,,,,,,,60285.46595,,,,,,,,44.61831853,2169322,,,
Norway,1991,,,,,,,,0.476503585,,,,29046,30611,59657,,,,,,,,,,61849.65708,,,,,,,,45.25752852,2144578,5,5.800000191,5.400000095
Norway,1992,,,,,,,,0.577180268,,,,29315,30993,60308,,,,,,,,,,63691.73419,,,,,,,,45.15329997,2144521,5.099999905,6.599999905,5.900000095
Norway,1993,,,,,,,,0.59522933,,,,29504,31295,60799,,,,,,,,,,65115.22215,,,,,,,,45.46387616,2143460,5.199999809,6.599999905,6
Norway,1994,,,,,,,,0.569388228,,,,29563,31428,60991,,,,,,,,,,68018.6968,,,,,,,,45.50493234,2165607,4.699999809,5.800000191,5.300000191
Norway,1995,,,,0.25,,,,0.51912552,,,,29460,31335,60795,,,,,,,,,,70477.34268,,,,,,,,45.73051263,2197231,4.599999905,5.099999905,4.900000095
Norway,1996,,,,,,,,0.506881683,,,,29182,30987,60169,,,,,,,,,,73646.69097,,16.70000076,17,54.29999924,56.59999847,28.10000038,25.70000076,45.84643137,2257336,4.800000191,4.800000191,4.800000191
Norway,1997,,,,,,,,0.542219936,,,,28756,30429,59185,,,,,,,,,,77119.34729,,14.69999981,15.60000038,55.59999847,56.79999924,29,27,45.9273902,2308311,4,3.799999952,3.900000095
Norway,1998,,,,,,,,0.595410343,,,,28253,29766,58019,,,,,,,,,,78673.48561,6.459909916,14.30000019,15.19999981,54.40000153,57.09999847,30.29999924,26.5,46.04834539,2347194,3.299999952,3.099999905,3.200000048
Norway,1999,,,,,,,,0.684759433,,,,27775,29153,56928,,,,,,,,,,79709.73188,6.118909836,14.19999981,14.19999981,53.20000076,57.5,31.79999924,27,46.33279554,2357177,3,3.400000095,3.200000048
Norway,2000,,,,0.3,,,,0.649044821,,,,27394,28699,56093,,,,,,,,,,81732.45052,5.662350178,13.30000019,13.60000038,52.5,56.20000076,33.40000153,29.20000076,46.40290406,2374610,3.200000048,3.599999905,3.400000095
Norway,2001,,,,,,,,0.506046911,,,,27131,28438,55569,,,,,,,,,,83015.67721,5.969299793,12.19999981,12.69999981,52.5,53.59999847,34.29999924,31.79999924,46.61422945,2383549,3.299999952,3.5,3.400000095
Norway,2002,,,,,,,,0.539290805,,,,26971,28341,55312,,,,,,,,,,83756.29078,6.50206995,13.19999981,13.89999962,50.40000153,53,35.09999847,31.39999962,46.84756,2405248,3.700000048,4.099999905,3.900000095
Norway,2003,,,,,,,,0.586532692,,,,26905,28378,55283,,,,,,,,,,84032.39052,6.28207016,12.19999981,13.19999981,54,57.09999847,33.20000076,29.10000038,47.0223542,2396373,3.900000095,4.800000191,4.400000095
Norway,2004,,,,,,,,0.59093094,,,,26920,28490,55410,,,,28.87488,25.54346,25.95433,,,,86844.55418,5.948589802,11.60000038,12.19999981,53.79999924,57.59999847,34.29999924,29.89999962,46.98924557,2410077,3.900000095,4.900000095,4.400000095
Norway,2005,,,,2.43,,,,0.681072964,,,,26995,28633,55628,,,,27.31179,26.04747,26.69419,,,,88519.04406,5.542850018,10.69999981,11.19999981,52.79999924,59.09999847,36.09999847,29.29999924,46.93943162,2426167,4.400000095,4.800000191,4.599999905
Norway,2006,,,,,,,,0.805392739,,,,27147,28815,55962,,,,28.02627,26.27355,27.16856,,,,89912.08764,5.225150108,21.20000076,22.20000076,41.59999847,47.90000153,36.5,29.29999924,46.86722049,2455168,3.400000095,3.400000095,3.400000095
Norway,2007,,,,,,,,1.034734515,,,,27372,29042,56414,12.4,12.4,12.4,28.64081,26.34801,27.51493,,,,91593.63023,5.264900208,21.10000038,22.60000038,40.59999847,46.40000153,37.70000076,30.5,47.13141564,2516154,2.400000095,2.599999905,2.5
Norway,2008,,,,,,,,1.246333015,,,,27612,29262,56874,,,,30.00399,26.97021,28.50947,,,,90806.79294,5.07133007,20.70000076,22.20000076,40.40000153,47.20000076,38.5,30.20000076,47.23493794,2591063,2.400000095,2.799999952,2.599999905
Norway,2009,,,,,,,,1.261127289,,,,27790,29411,57201,,,,30.71723,27.32395,29.04537,,,,88213.88856,5.918839931,20.20000076,21,39.79999924,47.90000153,39.20000076,30.5,47.31197678,2593895,2.700000048,3.700000048,3.200000048
Norway,2010,,,,5.26,,,,1.24566618,,,,27853,29446,57299,,,,31.29029,27.3714,29.35614,,,,87646.2701,5.710070133,19.29999924,20.5,39.70000076,46.90000153,40.20000076,31.89999962,47.02151642,2608240,3,4.099999905,3.599999905
Norway,2011,,,,,,,,1.297189391,,,,27769,29334,57103,,,,33.63539,29.1335,31.41186,,,,87354.8303,5.434669971,18.79999924,20.60000038,39,46.90000153,41.59999847,31.89999962,47.20757526,2634789,3.099999905,3.400000095,3.299999952
Norway,2012,,,,,,,,1.313440989,,,,27564,29100,56664,,,,,,,,,,88584.82859,6.354219913,18.20000076,19.5,37.90000153,47.40000153,43,32.40000153,47.02646759,2680297,2.799999952,3.599999905,3.200000048
Norway,2013,,,,,,,,1.209141589,,,,27320,28828,56148,,,,,,,,,,88394.23085,,17,18.5,38,47.40000153,44.09999847,33.20000076,47.12582989,2695091,3.299999952,3.700000048,3.5
Norway,2014,,,,,,,,1.127736677,,,,,28648,,12.8,12.7,12.7,20.63058,10.18044,15.41847,21.7,25.7,8.4,89338.74517,,16.29999924,18,37.09999847,44.79999924,46.59999847,37.09999847,47.11038085,2727176,3.299999952,3.599999905,3.400000095
Norway,2015,,,,,,,,1.135948168,,,,27148,28642,55790,,,,,,,,,,89741.21394,,,,,,,,,,,,
Netherlands,1990,,,,1.89,,,,0.688603823,,,,93529,97794,191323,,,,,,,,,,35485.41214,,,,,,,,38.91723082,6890850,,,
Netherlands,1991,,,,,,,,0.788031035,,,,93995,98416,192411,,,,,,,,,,36065.61804,,,,,,,,39.28766318,7011318,9.899999619,5.599999905,7.300000191
Netherlands,1992,,,,,,,,0.756056593,,,,94536,99091,193627,,,,,,,,,,36404.64026,,,,,,,,40.16336899,7113345,7.900000095,4.099999905,5.599999905
Netherlands,1993,,,,,,,,0.69699133,,,,95034,99698,194732,,,,,,,,,,36606.41286,,,,,,,,40.45848744,7182923,7.699999809,5.300000191,6.300000191
Netherlands,1994,,,,,,,,0.602938474,,,,95317,100062,195379,,,,,,,,,,37463.79659,,,,,,,,40.92726999,7307602,8.100000381,6.599999905,7.199999809
Netherlands,1995,,,,1.51,,,,0.493927373,,,,95278,100079,195357,,,,,,,,,,38440.84244,,,,,,,,41.25065004,7388046,8.699999809,6.199999809,7.199999809
Netherlands,1996,,,,,,,,0.461395748,,,,94787,99610,194397,,,,,,,,,,39628.65198,,32,32.79999924,45.20000076,43.29999924,22.70000076,23.60000038,41.6918077,7492731,8.100000381,5.199999809,6.400000095
Netherlands,1997,,,,,,,,0.514767002,,,,93926,98734,192660,,,,,,,,,,41120.41142,,31.20000076,31.60000038,44.5,43.5,24.20000076,24.60000038,42.04417955,7680069,7.099999905,4.300000191,5.5
Netherlands,1998,,,,,,,,0.616640531,,,,93041,97818,190859,,,,,,,,,,42717.0562,4.020189762,31.60000038,31.60000038,46.79999924,44.59999847,21.5,23.60000038,42.24446513,7827513,5.800000191,3.400000095,4.400000095
Netherlands,1999,,,,,,,,0.665493187,,,,92610,97367,189977,,,,,,,,,,44577.3424,3.997980118,31,31.89999962,46,44,22.70000076,23.79999924,42.93309033,7981268,4.900000095,2.700000048,3.599999905
Netherlands,2000,,,,1.21,,,,0.714770363,,,,92932,97697,190629,,,,,,,,,,46135.92307,4.025979996,30.10000038,31.10000038,45.79999924,43.70000076,23.5,24.5,43.14129366,8166941,3.400000095,2.099999905,2.700000048
Netherlands,2001,,,,,,,,0.754840058,,,,94268,99079,193347,,,,,,,,,,46761.66073,4.203710079,29.29999924,30.29999924,45.90000153,44.20000076,23.29999924,24.10000038,43.46674238,8323099,2.5,1.799999952,2.099999905
Netherlands,2002,,,,,,,,0.638291666,,,,96404,101288,197692,,,,,,,,,,46512.28627,4.327829838,28.89999962,29.89999962,45.70000076,43.79999924,23.79999924,25,43.54804509,8469836,2.900000095,2.299999952,2.599999905
Netherlands,2003,,,,,,,,0.471814399,,,,98589,103549,202138,,,,,,,,,,46424.78877,4.50620985,28,28.5,44.59999847,42.90000153,26.20000076,27.20000076,44.18100291,8511355,3.799999952,3.400000095,3.599999905
Netherlands,2004,,,,,,,,0.347475412,,,,99779,104775,204554,,,,23.0399,30.12488,26.51954,,,,47203.23496,4.480539799,27,27.10000038,43.29999924,41.90000153,28.29999924,29.20000076,44.35739791,8572171,5,4.300000191,4.599999905
Netherlands,2005,,,,3.77,,,,0.233663148,,,,99283,104247,203530,11.3,12,11.6,22.70574,29.33333,25.95311,,,,48110.44977,4.539979935,25.79999924,26.29999924,43.5,42.29999924,29.5,30,44.82628696,8601830,5.099999905,4.400000095,4.699999809
Netherlands,2006,,,,,,,,0.160613669,,,,96752,101605,198357,,,,,,,,,,49723.35516,4.381840229,24.79999924,26.60000038,44.09999847,42.40000153,29.89999962,29.39999962,45.00550337,8666509,4.400000095,3.5,3.900000095
Netherlands,2007,,,,,,,,0.217521601,,,,92559,97240,189799,11.6,12.2,11.9,24.43825,30.82092,27.56291,,,,51450.32271,4.305389881,24.5,26,44.29999924,42.59999847,30.10000038,29.89999962,45.31052792,8824746,3.700000048,2.799999952,3.200000048
Netherlands,2008,,,,,,,,0.389292461,,,,87612,92088,179700,11.5,12.1,11.8,24.31026,30.42849,27.30653,,,,52121.19562,4.341189861,24.39999962,26.20000076,43.20000076,41.20000076,31.29999924,31,45.57207555,8950435,3.099999905,2.599999905,2.799999952
Netherlands,2009,,,,,,,,0.514284545,,,,83206,87495,170701,11.5,12.1,11.8,25.31077,30.81908,28.0074,,,,49900.196,4.793260098,23.79999924,26.10000038,43,40.79999924,31.89999962,31.39999962,45.79543414,9034274,3.400000095,3.400000095,3.400000095
Netherlands,2010,,,,0,,,,0.512923101,,,,80266,84416,164682,11.5,12.2,11.8,25.63795,31.67469,28.59514,,,,50341.25192,4.819349766,24,26.60000038,43.29999924,40.70000076,31.5,31.29999924,45.80124088,8869037,4.599999905,4.400000095,4.5
Netherlands,2011,,,,,,,,0.466428782,,,,79117,83193,162310,11.6,12.1,11.8,25.73229,31.15569,28.38766,,,,50940.58571,4.729040146,24.10000038,26.29999924,42.59999847,40.79999924,32,31.20000076,45.99225283,8891504,4.300000191,4.5,4.400000095
Netherlands,2012,,,,,,,,0.370055035,,,,79449,83501,162950,11.6,12.2,11.9,26.42785,31.71504,29.01836,,,,50215.95375,4.770850182,23.29999924,25.79999924,42.59999847,40.90000153,32.79999924,31.5,46.074406,8998065,5.199999809,5.400000095,5.300000191
Netherlands,2013,,,,,,,,0.294820793,,,,80756,84822,165578,11.6,12.2,11.9,15.91823,17.78512,16.83447,30,27.2,8.4,49820.09826,4.871210098,21.5,23.70000076,42.5,41.90000153,33.70000076,31.89999962,46.10349148,8998325,6.199999809,7.099999905,6.699999809
Netherlands,2014,,,,,,,,0.359828173,,,,,86348,,11.6,12.2,11.9,16.43881,18.04159,17.22468,30.5,28,9,50143.08946,,21.60000038,24.10000038,42.40000153,42.40000153,35.20000076,32.29999924,46.06147329,9019299,6.599999905,7.099999905,6.900000095
Netherlands,2015,,,,,,,,0.423129432,,,,83358,87488,170846,,,,,,,,,,50925.29383,,,,,,,,,,,,
Poland,1990,,,,1.26,,,,0.392398205,,,,250049,264756,514805,,,,,,,,,,5953.03346,,,,,,,,45.54527455,18046230,,,
Poland,1991,,,,,,,,0.354679168,,,,242472,256183,498655,,,,,,,,,,5515.795593,,,,,,,,45.62018995,17911085,12.69999981,10.19999981,11.30000019
Poland,1992,,,,,,,,0.306681391,,,,240065,252816,492881,,,,,,,,,,5637.201888,,,,,,,,45.62295673,17785842,14.60000038,12.19999981,13.30000019
Poland,1993,,,,,,,,0.254450914,,,,240293,252188,492481,,,,,,,,,,5833.07677,,,,,,,,45.65523103,17739781,15.5,12.69999981,14
Poland,1994,99.40236664,99.11873627,99.71308136,,98.06761169,99.02249146,97.5003891,0.211012329,,,,239365,250584,489949,,,,,,,,,,6128.863666,,22.89999962,22.20000076,60.79999924,66.80000305,16.29999924,11,45.88798645,17558162,15.80000019,13.19999981,14.39999962
Poland,1995,,,,2.75,,,,0.135721034,,,,234653,245420,480073,,,,,,,,,,6546.043092,,21.60000038,21.5,61.5,67.30000305,16.89999962,11.19999981,45.66236671,17357530,14.60000038,12.19999981,13.30000019
Poland,1996,,,,,,,,0.076074182,,,,225259,235854,461113,,,,,,,,,,6949.156747,,21.5,20.79999924,61.90000153,68.09999847,16.60000038,11.19999981,45.6562712,17289811,13.89999962,11.19999981,12.39999962
Poland,1997,,,,,,,,0.065455369,,,,212401,223081,435482,,,,,,,,,,7436.72416,,20,19.20000076,63,69.5,17,11.39999962,45.46917613,17279385,13.10000038,9.600000381,11.19999981
Poland,1998,,,,,,,,0.035753301,,,,198089,208985,407074,,,,,,,,,,7804.403705,,18.39999962,18.39999962,68.69999695,71.40000153,12.89999962,10.19999981,45.48133977,17342552,12.19999981,9.399999619,10.69999981
Poland,1999,,,,,,,,-0.008302753,,,,185287,196352,381639,,,,,,,,,,8158.167754,,16.79999924,17.89999962,69.59999847,71.19999695,13.60000038,10.89999962,45.59911618,17179890,13.30000019,11.80000019,12.5
Poland,2000,,,,2.91,,,,-1.044335398,,,,176106,187168,363274,,,,,,,,,,8594.983038,,15.5,16.10000038,70,73.5,14.39999962,10.39999962,45.79586447,17254213,18,14.5,16.10000038
Poland,2001,,,,,,,,-0.027587125,,,,171106,181937,353043,,,,,,,,,,8700.978525,5.2645998,15.5,15.89999962,69.5,73.5,15,10.69999981,45.76459854,17384149,19.70000076,16.89999962,18.20000076
Poland,2002,,,,,,,,-0.046318937,,,,169503,179921,349424,10.6,11,10.8,12.30967,11.90062,12.11738,,,,8830.666403,5.266039848,14.19999981,15.19999981,69.5,73.69999695,16.29999924,11.10000038,45.7322102,17210618,20.70000076,19.20000076,19.89999962
Poland,2003,,,,,,,,-0.067492702,,,,170428,180364,350792,,,,,,,,,,9151.436272,5.286670208,12.69999981,13.80000019,68.5,73,18.5,13,45.69201218,17233266,20.29999924,19,19.60000038
Poland,2004,99.61794281,99.42230225,99.83146667,,98.07772827,99.02249146,97.5003891,-0.058512735,,,,172491,182039,354530,,,,,,,,,,9627.053943,5.343910217,12,13,67.19999695,72.69999695,20.60000038,14.10000038,45.48771429,17307869,19.89999962,18.20000076,19
Poland,2005,,,,1.27,,,,-0.043948953,,,,174616,183981,358597,,,,,,,,,,9972.91314,5.371809959,10.60000038,12.30000019,66,72.19999695,23.20000076,15.30000019,45.22670924,17469248,19.10000038,16.60000038,17.70000076
Poland,2006,,,,,,,,-0.063370574,,,,176673,186106,362779,,,,,,,,,,10597.21808,5.112140179,9.300000191,11.5,65.19999695,71.90000153,25.29999924,16.39999962,44.86247943,17353731,14.89999962,12.89999962,13.80000019
Poland,2007,,,,,,,,-0.054305021,,,,178837,188531,367368,,,,,,,,,,11366.56712,4.752449989,8.800000191,11,64.09999847,71.80000305,26.89999962,17.10000038,44.84034713,17347950,10.30000019,9,9.600000381
Poland,2008,,,,,,,,0.01363738,,,,180670,190720,371390,11.3,11.6,11.4,18.79112,15.94632,17.46093,,,,11810.5689,5.002880096,8.199999809,10.5,63.40000153,71.69999695,28.39999962,17.79999924,44.64049738,17595588,7.900000095,6.400000095,7.099999905
Poland,2009,,,,,,,,0.067763227,,,,181698,192057,373755,11.5,11.7,11.6,20.41859,17.00676,18.82247,,,,12113.46944,4.95912981,7.5,9.800000191,61.5,70.90000153,30.89999962,19.20000076,44.74269807,17875167,8.699999809,7.800000191,8.199999809
Poland,2010,,,,0.33,,,,-0.285609122,,,,181600,192123,373723,11.6,11.8,11.7,22.08937,18.29125,20.30921,,,,12597.45879,4.882599831,7.099999905,9.199999809,60.29999924,70.30000305,32.59999847,20.39999962,45.02863943,18084506,10,9.300000191,9.600000381
Poland,2011,,,,,,,,0.053769709,,,,180084,190588,370672,11.7,11.9,11.8,23.20161,18.79153,21.13086,,,,13221.29303,4.641359806,6.800000191,9,59.09999847,70,34,21,45.06329559,18158612,10.39999962,9,9.600000381
Poland,2012,,,,,,,,-0.000239076,,,,177224,187567,364791,11.7,11.9,11.8,23.95127,19.38274,21.79255,,,,13427.80296,4.637919903,6.300000191,8.699999809,58,69.19999695,35.70000076,22.10000038,45.11959446,18296625,10.89999962,9.399999619,10.10000038
Poland,2013,,,,,,,,-0.060360017,,,,173552,183638,357190,11.8,12,11.9,4.4623,4.99446,4.71383,20.2,22.6,20.4,13605.83508,,5.599999905,8.199999809,57,68.5,37.40000153,23.20000076,45.12492516,18294714,11.10000038,9.699999809,10.39999962
Poland,2014,99.77410889,99.64968872,99.90969086,,98.75293732,99.4102478,98.33892059,-0.074846229,,,,,179662,,11.9,12,11.9,4.54507,5.41355,4.95565,21.2,23.7,21.4,14062.97347,,5.199999809,7.699999809,55.70000076,68,39.09999847,24.29999924,45.13202592,18280161,9.899999619,8.699999809,9.199999809
Poland,2015,99.78742218,99.66921234,99.91629028,,98.86271667,99.47041321,98.47753143,-0.032208399,99.99284,99.99315,99.99253,166657,176256,342913,,,,,,,,,,14580.92803,,,,,,,,,,,,
Portugal,1990,,,,16.43,,,,-0.21794848,,,,53294,55616,108910,,,,,,,,,,16688.25854,,,,,,,,42.97400342,4762819,,,
Portugal,1991,87.94785309,84.65821075,91.58705902,,61.07973099,70.74165344,54.21825027,-0.230481754,91.58186,89.4459,93.88838,53327,55600,108927,,,,,,,,,,17457.42597,,,,,,,,43.76742131,4852534,5.599999905,2.599999905,3.900000095
Portugal,1992,,,,,,,,-0.077749267,,,,54054,56518,110572,,,,,,,,,,17661.34675,,74.59999847,80,11.39999962,10.89999962,14,9.100000381,43.60488458,4715169,4.699999809,3.299999952,3.900000095
Portugal,1993,,,,,,,,0.122316595,,,,55147,57943,113090,,,,,,,,,,17279.32809,,74.30000305,79.80000305,12.10000038,11.10000038,13.60000038,9.100000381,44.07271066,4728055,6.400000095,4.400000095,5.300000191
Portugal,1994,,,,,,,,0.269089468,,,,56156,59285,115441,,,,,,,,,,17399.16329,,72.80000305,79.30000305,12.80000019,11.69999981,14.5,9,44.25461417,4786615,7.5,5.699999809,6.5
Portugal,1995,,,,13.89,,,,0.346203938,,,,56755,60113,116868,,,,,,,,,,18081.62346,,71.90000153,78.30000305,12.60000038,12.30000019,15.39999962,9.399999619,44.5187187,4790504,7.800000191,6,6.800000191
Portugal,1996,,,,,,,,0.375996187,,,,56811,60263,117074,,,,,,,,,,18643.64915,,71.90000153,77.90000153,13.60000038,12.5,14.5,9.5,44.74461028,4870752,7.900000095,5.900000095,6.800000191
Portugal,1997,,,,,,,,0.446460605,,,,56410,59854,116264,,,,,,,,,,19382.12951,,72,77.59999847,13.69999981,13,14.30000019,9.300000191,45.09241682,4981831,7.199999809,5.599999905,6.300000191
Portugal,1998,,,,,,,,0.505389233,,,,55726,59097,114823,,,,7.4737,6.19175,6.87264,,,,20208.4867,4.985410213,77.09999847,83.5,11.60000038,10,11.30000019,6.5,44.90591259,5097547,6.099999905,3.900000095,4.900000095
Portugal,1999,,,,,,,,0.565630442,,,,55038,58330,113368,,,,7.55914,6.62805,7.12214,,,,20875.8212,5.075210094,75.5,81.5,12.60000038,11.19999981,11.89999962,7.400000095,45.15182941,5156017,5.099999905,3.900000095,4.400000095
Portugal,2000,,,,11.79,,,,0.702859953,,,,54550,57795,112345,,,,7.8287,6.61154,7.25665,,,,21514.74051,5.044909954,74.69999695,81.5,13.39999962,11.10000038,12,7.400000095,45.36225447,5261619,4.800000191,3.099999905,3.900000095
Portugal,2001,,,,,,,,0.705230637,,,,54290,57534,111824,,,,8.4015,6.6409,7.57332,,,,21778.7045,5.222700119,63.79999924,74.09999847,13.10000038,11.5,12.39999962,7.300000191,45.4720396,5363872,5,3.099999905,4
Portugal,2002,,,,,,,,0.54766794,,,,54182,57448,111630,,,,8.90282,6.34498,7.69954,,,,21826.27506,5.145259857,63.29999924,74.59999847,13.69999981,11.89999962,13.39999962,6.900000095,45.63811812,5437183,6,4.099999905,5
Portugal,2003,,,,,,,,0.375411415,,,,54184,57486,111670,,,,10.14062,7.59972,8.94607,,,,21541.35193,5.198820114,62.79999924,73.59999847,14.19999981,12,14.10000038,8,46.02039528,5463030,7.199999809,5.5,6.300000191
Portugal,2004,,,,,,,,0.23912899,,,,54232,57559,111791,6.7,7.2,7,11.43142,8.86961,10.2277,,,,21879.20941,4.93253994,61.20000076,72.19999695,14.5,12.60000038,16.79999924,9.800000191,46.15050914,5463203,7.699999809,5.900000095,6.699999809
Portugal,2005,,,,16.8,,,,0.185532267,,,,54267,57596,111863,6.8,7.4,7.1,11.62607,9.11633,10.44759,,,,22006.10957,4.937829971,60.5,72,15.5,13.5,16.79999924,9.899999619,46.53468201,5515540,8.699999809,6.699999809,7.599999905
