Country,Time,"Adult literacy rate, population 15+ years, both sexes (%)","Adult literacy rate, population 15+ years, female (%)","Adult literacy rate, population 15+ years, male (%)",Barro-Lee: Percentage of female population age 15+ with no education,"Elderly literacy rate, population 65+ years, both sexes (%)","Elderly literacy rate, population 65+ years, male (%)","Elderly literacy rate, population 65+ years, female (%)",Population growth (annual %),"Literacy rate, population 25-64 years, both sexes (%)","Literacy rate, population 25-64 years, female (%)","Literacy rate, population 25-64 years, male (%)","Population, age 0, female","Population, age 0, male","Population, age 0, total",UIS: Mean years of schooling of the population age 25+. Female,UIS: Mean years of schooling of the population age 25+. Male,UIS: Mean years of schooling of the population age 25+. Total,UIS: Percentage of population age 25+ with a completed bachelor's or equivalent degree (ISCED 6). Female,UIS: Percentage of population age 25+ with a completed bachelor's or equivalent degree (ISCED 6). Male,UIS: Percentage of population age 25+ with a completed bachelor's or equivalent degree (ISCED 6). Total,UIS: Percentage of population age 25+ with at least a completed bachelor's or equivalent degree (ISCED 6 or higher). Male,UIS: Percentage of population age 25+ with at least a completed bachelor's or equivalent degree (ISCED 6 or higher). Total,UIS: Percentage of population age 25+ with at least a completed master's degree or equivalent (ISCED 7 or higher). Female,GDP per capita (constant 2005 US$),Government expenditure in educational institutions as % of GDP (%),"Labor force with primary education, female (% of female labor force)","Labor force with primary education, male (% of male labor force)","Labor force with secondary education, female (% of female labor force)","Labor force with secondary education, male (% of male labor force)","Labor force with tertiary education, female (% of female labor force)","Labor force with tertiary education, male (% of male labor force)","Labor force, female (% of total labor force)","Labor force, total","Unemployment, female (% of female labor force)","Unemployment, male (% of male labor force)","Unemployment, total (% of total labor force)"
Latvia,2007,,,,,,,,-0.816175507,,,,10826,11434,22260,,,,24.67366,17.25177,21.26496,,,,13582.19164,4.466110229,9.800000191,19.39999962,60.70000076,62.79999924,29.20000076,17.5,48.86690959,1142186,5.599999905,6.400000095,6
Latvia,2008,,,,,,,,-1.050939544,,,,10358,10924,21282,,,,28.15509,19.03901,23.96035,,,,13231.88434,5.184209824,8.699999809,17.60000038,58.5,63.09999847,32.70000076,19,49.11357252,1156609,6.900000095,7.900000095,7.400000095
Latvia,2009,,,,,,,,-1.651024968,,,,9951,10477,20428,,,,29.63391,19.30693,24.87025,,,,11521.91899,5.289500237,8.5,16.39999962,58.09999847,64,33.40000153,19.39999962,49.91548568,1114604,13.89999962,20.29999924,17.10000038
Latvia,2010,,,,0.34,,,,-2.08130509,,,,9711,10215,19926,,,,29.70819,20.05984,25.24889,,,,11319.517,4.804510117,7.300000191,15,57.5,64.30000305,35.09999847,20.60000038,50.34700292,1062383,15.69999981,21.70000076,18.70000076
Latvia,2011,99.89589691,99.90792084,99.88110352,,99.92220306,99.9357605,99.91571808,-1.820767002,99.90183,99.91316,99.8893,9679,10183,19862,,,,30.74788,20.12652,25.91948,,,,12243.53796,4.650390148,7,15.30000019,55,63.90000153,37.90000153,20.79999924,50.03289739,1039596,13.80000019,18.60000038,16.20000076
Latvia,2012,,,,,,,,-1.240359153,,,,9819,10335,20154,,,,32.60354,20.78418,27.21001,,,,12892.85032,4.383140087,6.5,13.89999962,53.79999924,63.70000076,39.59999847,22.29999924,49.94292428,1050359,13.80000019,16,14.89999962
Latvia,2013,,,,,,,,-1.071034803,,,,10055,10593,20648,,,,32.28001,21.23046,27.2259,21.7,27.8,,13425.44864,4.699530125,6,13.10000038,52.59999847,62.40000153,41.40000153,24.39999962,49.94646353,1044148,11.19999981,12.60000038,11.89999962
Latvia,2014,,,,,,,,-0.941743354,,,,,10839,,,,,19.09707,12.02102,15.84444,20.3,26.5,12.6,13872.20991,,5.5,13.19999981,53.09999847,63.70000076,41.29999924,23,49.94274491,1036589,9.300000191,10.69999981,10
Latvia,2015,99.89269257,99.90770721,99.87426758,,99.92915344,99.93650818,99.92559052,-0.77246822,99.89204,99.90694,99.87588,10411,10983,21394,,,,,,,,,,14243.56953,,,,,,,,,,,,
Lithuania,1990,,,,9.97,,,,0.36799903,,,,27845,29114,56959,,,,,,,,,,,,,,,,,,48.05160172,1901177,,,
Lithuania,1991,,,,,,,,0.170116869,,,,26575,27729,54304,,,,,,,,,,,,,,,,,,47.94182659,1889248,13.69999981,17.5,15.69999981
Lithuania,1992,,,,,,,,-0.108586325,,,,24932,25985,50917,,,,,,,,,,,,,,,,,,47.76131437,1872840,9.899999619,9.800000191,9.800000191
Lithuania,1993,,,,,,,,-0.474107543,,,,23109,24079,47188,,,,,,,,,,,,,,,,,,47.66113014,1847730,13.10000038,12.5,12.80000019
Lithuania,1994,,,,,,,,-0.694003963,,,,21367,22275,43642,,,,,,,,,,,,,,,,,,47.56316901,1819761,15.69999981,19,17.39999962
Lithuania,1995,,,,7.5,,,,-0.769728018,,,,19894,20766,40660,,,,,,,,,,5324.146787,,,,,,,,47.46306943,1791673,15.39999962,18.70000076,17.10000038
Lithuania,1996,,,,,,,,-0.760343408,,,,18766,19632,38398,,,,,,,,,,5641.066965,,20.79999924,19.60000038,33.40000153,45.09999847,45.79999924,35.20000076,47.34672928,1763220,14,17.10000038,15.60000038
Lithuania,1997,,,,,,,,-0.737830358,,,,17945,18834,36779,,,,,,,,,,6154.133514,,14.69999981,23.60000038,36.20000076,38.5,49.09999847,37.90000153,47.30564527,1732901,13.89999962,14.30000019,14.10000038
Lithuania,1998,,,,,,,,-0.724436207,,,,17360,18288,35648,,,,,,,,,,6661.759306,,11.39999962,15.19999981,38.90000153,50.40000153,49.70000076,34.40000153,47.56158237,1712422,11.80000019,15.39999962,13.69999981
Lithuania,1999,,,,,,,,-0.709489234,,,,16893,17849,34742,,,,,,,,,,6633.066468,,10.69999981,14.89999962,39.40000153,48.40000153,49.90000153,36.70000076,48.88580343,1719176,12.10000038,14.69999981,13.39999962
Lithuania,2000,,,,3.86,,,,-0.70338544,,,,16455,17417,33872,,,,,,,,,,6935.837996,,10.30000019,14.69999981,41.09999847,49.09999847,48.70000076,36.20000076,49.4706728,1691109,13.60000038,18.20000076,15.89999962
Lithuania,2001,99.64575195,99.64794159,99.64315033,,99.31075287,99.40210724,99.26249695,-0.824008723,99.72079,99.75276,99.6851,16031,16966,32997,,,,,,,,,,7449.494221,5.469520092,9.699999809,14.39999962,60.40000153,65.5,29.89999962,20.10000038,49.21892176,1651115,14,19.5,16.79999924
Lithuania,2002,,,,,,,,-0.802765711,,,,15651,16535,32186,,,,,,,,,,8017.237865,5.414740086,8.800000191,14.39999962,61.90000153,67,29.29999924,18.60000038,48.82079056,1631856,12.80000019,13.19999981,13
Lithuania,2003,,,,,,,,-0.812278097,,,,15335,16160,31495,,,,,,,,,,8934.418043,4.747739792,9.199999809,15.30000019,62.29999924,63.79999924,28.5,20.89999962,49.67440227,1691658,13.19999981,12.60000038,12.89999962
Lithuania,2004,,,,,,,,-1.122991275,,,,15115,15889,31004,,,,,,,,,,9627.136973,4.769309998,7.599999905,13.30000019,60.70000076,63.90000153,31.70000076,22.70000076,48.90904383,1606664,11.5,11.10000038,11.30000019
Lithuania,2005,,,,0.51,,,,-1.628401126,,,,15008,15757,30765,11.5,11.9,11.7,23.46208,21.54369,22.60824,,,,10541.3302,4.465829849,6.800000191,11.89999962,58.59999847,63.59999847,34.59999847,24.39999962,49.044463,1564042,8.300000191,8.300000191,8.300000191
Lithuania,2006,,,,,,,,-1.596378318,,,,15018,15775,30793,11.7,12,11.8,24.86562,21.66181,23.44013,,,,11504.26137,4.487279892,6.599999905,11.19999981,58,65.19999695,35.40000153,23.5,49.44028927,1534900,5.400000095,5.800000191,5.599999905
Lithuania,2007,,,,,,,,-1.187947957,,,,15121,15910,31031,11.8,12.1,11.9,27.12856,23.90394,25.69367,,,,12932.45549,4.383560181,6.199999809,11.19999981,56.20000076,63.29999924,37.59999847,25.5,49.45775872,1539075,4.400000095,4.199999809,4.300000191
Lithuania,2008,,,,,,,,-1.028483175,,,,15269,16104,31373,12,12.3,12.1,28.43137,23.77113,26.35877,,,,13409.53857,4.626450062,4.900000095,8.800000191,54.90000153,64,40.09999847,27.20000076,49.57713198,1544690,5.599999905,6,5.800000191
Lithuania,2009,,,,,,,,-1.110345754,,,,15398,16274,31672,12.1,12.3,12.2,29.2992,23.64816,26.78369,,,,11550.56949,5.324769974,5.300000191,8.5,54.59999847,64.5,40.09999847,27.10000038,50.31341829,1566437,10.39999962,17,13.69999981
Lithuania,2010,,,,0,,,,-2.09694342,,,,15462,16361,31823,12.2,12.4,12.3,31.14941,24.21857,28.0674,,,,11988.75797,5.043849945,4.5,7.5,52.40000153,64.80000305,43.09999847,27.70000076,50.59235676,1552274,14.39999962,21.20000076,17.79999924
Lithuania,2011,99.81559753,99.83323669,99.79418945,,99.8146286,99.8259964,99.80879974,-2.258463899,99.80517,99.83535,99.77168,15438,16337,31775,12.3,12.5,12.4,32.3581,25.44442,29.28699,,,,13003.86358,4.899549961,4.199999809,7,51.70000076,64.40000153,44.09999847,28.60000038,50.32804723,1549472,12.89999962,17.70000076,15.30000019
Lithuania,2012,,,,,,,,-1.341201988,,,,15334,16218,31552,12.3,12.5,12.4,32.54208,25.24866,29.33477,,,,13684.95794,4.592999935,3.900000095,6.800000191,50.90000153,64.69999695,45.20000076,28.5,50.48028928,1548650,11.5,15,13.19999981
Lithuania,2013,,,,,,,,-1.012007368,,,,15182,16040,31222,12.6,12.6,12.6,28.23973,23.01979,25.94252,23.5,26.4,,14314.18487,,3.700000048,6.900000095,49.90000153,63.29999924,46.40000153,29.79999924,50.15144763,1543768,10.5,13.10000038,11.80000019
Lithuania,2014,,,,,,,,-0.859827343,,,,,15860,,12.7,12.7,12.7,20.12157,15.98249,18.29795,27.7,31.5,14.4,14875.61452,,3.900000095,7.099999905,49.09999847,61,46.90000153,31.89999962,50.08827953,1537729,10.19999981,12.5,11.30000019
Lithuania,2015,99.82328033,99.84133148,99.80136871,,99.83509827,99.83772278,99.83377838,-0.7588483,99.79888,99.82753,99.76746,14905,15720,30625,,,,,,,,,,15227.81698,,,,,,,,,,,,
Luxembourg,1990,,,,2.2,,,,1.251745707,,,,2343,2419,4762,,,,,,,,,,64192.88667,,,,,,,,34.7679346,159998,,,
Luxembourg,1991,,,,,,,,1.33968317,,,,2406,2500,4906,,,,,,,,,,68813.75327,,,,,,,,35.61214697,165671,2.099999905,1.200000048,1.5
Luxembourg,1992,,,,,,,,1.328347571,,,,2469,2596,5065,,,,,,,,,,69141.35964,,63.09999847,57.20000076,25.29999924,27.60000038,11.5,15.19999981,37.19687169,170060,2.700000048,1.600000024,2
Luxembourg,1993,,,,,,,,1.342387029,,,,2526,2693,5219,,,,,,,,,,71085.07453,,54.09999847,46.20000076,24.39999962,27.20000076,21.5,26.5,36.45634461,170231,3,1.899999976,2.299999952
Luxembourg,1994,,,,,,,,1.361840137,,,,2577,2777,5354,,,,,,,,,,72802.93779,,49.09999847,44.5,26.79999924,29.70000076,24.10000038,25.89999962,37.20590291,171712,4.300000191,3,3.5
Luxembourg,1995,,,,4.23,,,,1.404742464,,,,2620,2839,5459,,,,,,,,,,72815.53295,,55,48.40000153,27.79999924,32.5,17.20000076,19.20000076,36.06718719,167651,4.300000191,2.099999905,2.900000095
Luxembourg,1996,,,,,,,,1.361143941,,,,2654,2873,5527,,,,,,,,,,72919.47373,,50.40000153,45.40000153,30.29999924,33.90000153,19.29999924,20.5,36.73382561,171583,4.699999809,2.5,3.299999952
Luxembourg,1997,,,,,,,,1.253502484,,,,2679,2885,5564,,,,,,,,,,76286.9873,,50,45.20000076,27.89999962,31.10000038,22,23.70000076,37.67054068,174152,3.599999905,1.799999952,2.5
Luxembourg,1998,,,,,,,,1.243870803,,,,2694,2875,5569,,,,,,,,,,80234.75831,,,,,,,,37.79540918,176831,4.300000191,1.899999976,2.799999952
Luxembourg,1999,,,,,,,,1.350621285,,,,2694,2854,5548,,,,,,,,,,85823.79652,,31.60000038,29.39999962,45.09999847,45.5,19.39999962,21,39.15947814,181887,3.400000095,1.700000048,2.400000095
Luxembourg,2000,,,,5.34,,,,1.344082996,,,,2678,2825,5503,,,,,,,,,,91826.36044,,34.70000076,31.39999962,43.20000076,45.40000153,20.29999924,21,39.72348132,188848,3.099999905,1.799999952,2.299999952
Luxembourg,2001,,,,,,,,1.190456345,,,,2647,2786,5433,,,,10.38053,17.72125,13.56723,,,,92693.18298,3.400880098,36,33.09999847,42.29999924,43.79999924,19.39999962,21.39999962,39.86772137,188995,2.099999905,1.600000024,1.799999952
Luxembourg,2002,,,,,,,,1.047660816,,,,2600,2741,5341,,,,,,,,,,95048.38218,,35.5,31.20000076,43.40000153,46,19.39999962,21.60000038,40.25959351,194689,3.599999905,1.899999976,2.599999905
Luxembourg,2003,,,,,,,,1.21520088,,,,2551,2697,5248,,,,17.16121,22.3271,19.68823,,,,95212.73421,,23.20000076,21.79999924,58.59999847,58.40000153,15,17.20000076,40.87896846,194660,4.699999809,3,3.700000048
Luxembourg,2004,,,,,,,,1.421332565,,,,2514,2666,5180,,,,,,,,,,98009.6887,,13.60000038,12.39999962,56,54.70000076,25.10000038,28.20000076,41.98250004,201029,7.099999905,3.700000048,5.099999905
Luxembourg,2005,,,,5.31,,,,1.530054663,,,,2499,2658,5157,,,,,,,,,,99626.0503,,18.79999924,19.39999962,45.29999924,46.20000076,29.89999962,29.29999924,42.36535606,207436,5.800000191,3.5,4.5
Luxembourg,2006,,,,,,,,1.595051918,,,,2512,2675,5187,,,,,,,,,,103060.4855,,17.10000038,19.89999962,50.20000076,49.40000153,27.60000038,26.20000076,43.1531152,213630,6.199999809,3.5,4.699999809
Luxembourg,2007,,,,,,,,1.544386847,,,,2550,2716,5266,11.3,12.1,11.7,21.67666,25.21367,23.47974,,,,110001.0523,,17.60000038,20.5,46.90000153,46.70000076,30.5,28.20000076,43.50900872,216346,4.800000191,3.599999905,4.099999905
Luxembourg,2008,,,,,,,,1.787496632,,,,2603,2770,5373,,,,,,,,,,107141.2453,,17.39999962,19.20000076,47.59999847,47.09999847,31,30.10000038,43.44388286,221198,6.099999905,4.300000191,5.099999905
Luxembourg,2009,,,,,,,,1.85177523,,,,2653,2823,5476,,,,28.90323,36.64717,32.76141,,,,99520.21302,,14.39999962,13.10000038,46.79999924,46.09999847,37,38.29999924,43.28723024,234836,6.099999905,4.300000191,5.099999905
Luxembourg,2010,,,,4.68,,,,1.825405804,,,,2694,2864,5558,,,,28.95928,37.44262,33.17057,,,,103267.2765,,15.19999981,13.69999981,45.70000076,43.40000153,35.5,38.5,43.4082142,237978,5.099999905,3.900000095,4.400000095
Luxembourg,2011,,,,,,,,2.222660503,,,,2717,2890,5607,,,,31.57568,38.30969,34.95206,,,,103588.5892,,15.60000038,15.10000038,43.70000076,42.90000153,39.59999847,40.29999924,43.87559986,243183,6.300000191,3.799999952,4.900000095
Luxembourg,2012,,,,,,,,2.4015419,,,,2731,2904,5635,,,,32.83582,40.70743,36.76339,,,,100273.8508,,14.80000019,14.39999962,44.09999847,41.70000076,39.90000153,42.40000153,44.28613645,253795,5.900000095,4.5,5.099999905
Luxembourg,2013,,,,,,,,2.311176253,,,,2742,2916,5658,,,,35.90802,41.94118,38.92815,,,,102241.9247,,12.80000019,13.5,42.29999924,42.5,43.59999847,42.5,44.2395321,260057,6.599999905,5.300000191,5.900000095
Luxembourg,2014,,,,,,,,2.356978705,,,,,2937,,,,,40.11628,45.97701,43.06358,,,,103923.8898,,16.79999924,15.69999981,34.29999924,35,47.5,47.90000153,44.1967255,266117,6.900000095,5.5,6.099999905
Luxembourg,2015,,,,,,,,2.372590743,,,,2800,2978,5778,,,,,,,,,,106408.5736,,,,,,,,,,,,
Liechtenstein,1990,,,,,,,,1.189865307,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liechtenstein,1991,,,,,,,,1.265227055,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liechtenstein,1992,,,,,,,,1.337584347,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liechtenstein,1993,,,,,,,,1.406862192,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liechtenstein,1994,,,,,,,,1.473005434,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liechtenstein,1995,,,,,,,,1.529491563,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liechtenstein,1996,,,,,,,,1.589480053,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liechtenstein,1997,,,,,,,,1.630582756,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liechtenstein,1998,,,,,,,,1.604420777,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liechtenstein,1999,,,,,,,,1.490825157,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liechtenstein,2000,,,,,,,,1.327807788,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liechtenstein,2001,,,,,,,,1.138260105,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liechtenstein,2002,,,,,,,,0.981414363,,,,175,197,372,,,,,,,,,,,,,,,,,,,,,,
Liechtenstein,2003,,,,,,,,0.86403115,,,,174,199,373,,,,,,,,,,,1.93422997,,,,,,,,,,,
Liechtenstein,2004,,,,,,,,0.810356023,,,,,,,,,,,,,,,,,2.144910097,,,,,,,,,,,
Liechtenstein,2005,,,,,,,,0.815319767,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liechtenstein,2006,,,,,,,,0.825801558,,,,,,,,,,,,,,,,,1.949859977,,,,,,,,,,,
Liechtenstein,2007,,,,,,,,0.82186032,,,,,,,,,,,,,,,,,1.81712997,,,,,,,,,,,
Liechtenstein,2008,,,,,,,,0.815160799,,,,,,,,,,,,,,,,,1.950080037,,,,,,,,,,,
Liechtenstein,2009,,,,,,,,0.789129226,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liechtenstein,2010,,,,,,,,0.752632219,,,,,,,,,,,,,,,,140101.9673,,,,,,,,,,,,
Liechtenstein,2011,,,,,,,,0.716908019,,,,,,,,,,,,,,,,,2.419199944,,,,,,,,,,,
Liechtenstein,2012,,,,,,,,0.692780427,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liechtenstein,2013,,,,,,,,0.674515973,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liechtenstein,2014,,,,,,,,0.66195113,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liechtenstein,2015,,,,,,,,0.654933707,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,1990,87.55615234,84.95590973,90.34739685,18.57,62.5676384,69.31246948,56.64102173,2.014994081,85.70144,82.35824,89.29613,1113755,1166177,2279932,,,,,,,,,,7236.606469,,,,,,,,29.79998488,30616435,,,
Mexico,1991,,,,,,,,2.009593578,,,,1122599,1175682,2298281,,,,,,,,,,7392.100278,,,,,,,,29.64091879,31561579,4.199999809,2.5,3
Mexico,1992,,,,,,,,1.998097147,,,,1133916,1187405,2321321,,,,,,,,,,7508.792466,,,,,,,,30.12977924,32845083,4,2.700000048,3.099999905
Mexico,1993,,,,,,,,1.974599974,,,,1144087,1197667,2341754,,,,,,,,,,7660.979403,,,,,,,,30.77839724,34143659,3.900000095,2.900000095,3.200000048
Mexico,1994,,,,,,,,1.935837771,,,,1148110,1201405,2349515,,,,,,,,,,7869.319756,,,,,,,,31.45796218,34920892,4.800000191,3.900000095,4.199999809
Mexico,1995,,,,14.61,,,,1.885005572,,,,1142745,1195361,2338106,,,,,,,,,,7277.665104,,20.60000038,21.20000076,32.59999847,26.29999924,18.70000076,20.10000038,32.54706497,35792063,8.600000381,6,6.900000095
Mexico,1996,,,,,,,,1.841273752,,,,1125983,1177443,2303426,,,,,,,,,,7564.635087,,54.59999847,63.90000153,21.39999962,13.39999962,14.69999981,13.39999962,32.53930409,36691092,6.699999809,4.400000095,5.199999809
Mexico,1997,,,,,,,,1.797108948,,,,1099793,1149701,2249494,,,,,,,,,,7947.240601,,38,44.09999847,21.60000038,13.60000038,14.30000019,13.39999962,33.46092239,38459672,6.099999905,3,4.099999905
Mexico,1998,,,,,,,,1.727609484,,,,1069740,1118028,2187768,,,,,,,,,,8178.38917,3.439579964,63.90000153,72.30000305,21.29999924,13.80000019,14.80000019,13.80000019,33.31283953,39216738,4.900000095,2.900000095,3.599999905
Mexico,1999,,,,,,,,1.626994775,,,,1043669,1090714,2134383,,,,,,,,,,8261.002462,3.5496099,21,20.89999962,30.89999962,27.29999924,23.39999962,23.70000076,33.07030633,39553734,3.599999905,1.899999976,2.5
Mexico,2000,90.53562164,88.68203735,92.55937195,11.72,67.32032013,73.68878174,61.79336929,1.511256292,90.39094,88.26502,92.72048,1027027,1073506,2100533,6.3,7.1,6.7,7.14369,10.91883,8.94079,,,,8568.075342,,20.10000038,20.29999924,31.29999924,27.89999962,25.60000038,25.29999924,33.43067841,40255073,3.299999952,2.200000048,2.599999905
Mexico,2001,,,,,,,,1.382283072,,,,1022199,1068952,2091151,,,,,,,,,,8399.288219,4.275459766,54.09999847,62.70000076,20.39999962,13.80000019,17.20000076,15.10000038,33.15972934,40634819,3.200000048,2.099999905,2.5
Mexico,2002,90.27465057,88.72863007,91.99780273,,63.45449829,68.38282013,59.12694931,1.276108876,90.7448,89.25337,92.47664,1026974,1074698,2101672,,,,,,,,,,8303.724757,4.432640076,19.5,20.10000038,20.5,25.39999962,38.29999924,29.39999962,33.6964726,41460586,3.5,2.599999905,2.900000095
Mexico,2003,,,,,,,,1.23326386,,,,1036613,1085629,2122242,,,,,,,,,,8318.633544,4.935080051,19.10000038,20,21.60000038,26.10000038,38.29999924,29.89999962,33.59456202,41785099,3.700000048,2.599999905,3
Mexico,2004,90.95374298,89.63101959,92.44960785,,65.60066986,68.15358734,63.26087952,1.273015502,91.66132,89.90226,93.69683,1044091,1094180,2138271,6.9,7.7,7.3,10.41694,14.97941,12.54011,,,,8566.23175,4.555990219,52.59999847,61.79999924,20,14.89999962,19.70000076,16.39999962,34.66750735,43577324,4.699999809,3.099999905,3.700000048
Mexico,2005,91.63027191,90.21041107,93.1904068,9.29,68.79232025,74.23026276,64.09275818,1.367034911,91.99114,90.51894,93.62174,1044443,1094996,2139439,7.2,7.8,7.5,10.43378,13.56839,11.91719,,,,8706.175363,4.649680138,53.59999847,60.59999847,21.89999962,17.29999924,17.70000076,15.5,34.9704942,44349073,3.599999905,3.400000095,3.5
Mexico,2006,91.73451996,89.8345108,93.90119934,,71.43270111,77.41275024,66.4167099,1.478745671,92.12271,90.18394,94.41597,1036001,1086289,2122290,7.5,8.3,7.9,12.49733,17.77184,14.91233,,,,9002.539631,4.495900154,52.70000076,60.40000153,22.79999924,17.70000076,18.29999924,15.60000038,35.35945973,46013944,3.5,3,3.200000048
Mexico,2007,92.79517365,91.35555267,94.44151306,,72.68318939,78.01403809,68.30123901,1.564702817,93.47424,92.05533,95.12721,1020687,1070124,2090811,7.5,8.3,7.9,11.97293,17.32462,14.43755,,,,9146.747106,4.500030041,52.20000076,59.90000153,22.89999962,18.20000076,19.10000038,16.29999924,35.81435453,47226857,3.700000048,3.200000048,3.400000095
Mexico,2008,92.92559814,91.45361328,94.59216309,,72.70719147,78.49447632,67.93686676,1.607530437,93.6088,92.21234,95.2178,1001438,1049627,2051065,7.6,8.3,8,12.1878,17.08573,14.45555,,,,9126.924423,4.60145998,52.20000076,59.90000153,23,18.39999962,19.20000076,16.20000076,36.12506417,48571994,3.900000095,3.299999952,3.5
Mexico,2009,93.44187927,92.11624908,94.91657257,,74.91957092,80.13812256,70.48986816,1.590096455,94.1457,92.98879,95.46958,982735,1029578,2012313,7.8,8.5,8.1,13.05206,17.98997,15.35024,,,,8560.716392,4.842350006,,,,,,,36.18356256,48811501,4.800000191,5.400000095,5.199999809
Mexico,2010,93.06893921,91.85341644,94.38394165,8.19,71.52188873,76.57243347,67.1782608,1.530765872,93.79592,92.66668,95.03381,967771,1013393,1981164,7.8,8.2,8,10.43972,12.45043,11.39509,14.1,12.8,1.1,8861.49372,4.915480137,,,,,,,36.41341079,50752609,5.199999809,5.199999809,5.199999809
Mexico,2011,93.51998138,92.33827972,94.78276825,,72.19506836,76.60558319,68.55596161,1.462665986,94.34567,93.25608,95.51788,957634,1002196,1959830,,,,,,,,,,9086.031941,4.891620159,24.60000038,28.20000076,41.40000153,47.09999847,29.20000076,19.79999924,36.38307153,51179005,5.300000191,5.300000191,5.300000191
Mexico,2012,94.22840118,93.17923737,95.39163208,,75.58978271,80.17613983,71.82450104,1.407149514,95.25304,94.38401,96.24046,951117,994724,1945841,8.2,8.8,8.5,14.33562,18.56306,16.30481,,,,9319.06437,,,,,,,,37.09188371,53384447,4.900000095,4.900000095,4.900000095
Mexico,2013,93.96285248,92.90393829,95.11210632,,76.24994659,80.37545776,72.7408371,1.358093141,94.66167,93.70227,95.72187,946389,989189,1935578,8.1,8.6,8.3,11.92818,14.29301,13.03255,15.9,14.3,1,9317.042319,,,,,,,,37.16783365,54475981,5,4.900000095,4.900000095
Mexico,2014,94.55587769,93.59133911,95.62046814,,77.55536652,81.62612915,74.16446686,1.321217635,95.58051,94.8293,96.4364,,982828,,8.2,8.6,8.4,11.79993,13.74199,12.7043,15.2,14,1,9401.664595,,,,,,,,37.16218343,55561477,5,4.900000095,4.900000095
Mexico,2015,94.54559326,93.5134201,95.60925293,,77.63594055,81.91728973,73.96418762,1.292705197,95.22891,94.34843,96.14206,932031,973768,1905799,,,,,,,,,,9517.283699,,,,,,,,,,,,
Monaco,1990,,,,,,,,0.425525314,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monaco,1991,,,,,,,,0.636599739,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monaco,1992,,,,,,,,0.800138745,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monaco,1993,,,,,,,,0.913309238,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monaco,1994,,,,,,,,0.94120673,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monaco,1995,,,,,,,,0.90637533,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monaco,1996,,,,,,,,0.878862818,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monaco,1997,,,,,,,,0.871206063,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monaco,1998,,,,,,,,0.876373939,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monaco,1999,,,,,,,,0.878196192,,,,,,,,,,,,,,,,,1.160369992,,,,,,,,,,,
Monaco,2000,,,,,,,,0.895490986,,,,,,,,,,,,,,,,,1.219439983,,,,,,,,,,,
Monaco,2001,,,,,,,,0.878273936,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monaco,2002,,,,,,,,0.873690416,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monaco,2003,,,,,,,,0.951110694,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monaco,2004,,,,,,,,1.143317783,,,,,,,,,,,,,,,,,1.189069986,,,,,,,,,,,
Monaco,2005,,,,,,,,1.3969578,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monaco,2006,,,,,,,,1.689387903,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monaco,2007,,,,,,,,1.907014439,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monaco,2008,,,,,,,,1.935717504,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monaco,2009,,,,,,,,1.720305459,,,,,,,,,,,,,,,,,1.206560016,,,,,,,,,,,
Monaco,2010,,,,,,,,1.34982103,,,,,,,,,,,,,,,,145221.1916,1.191079974,,,,,,,,,,,
Monaco,2011,,,,,,,,0.929309441,,,,,,,,,,,,,,,,,1.486479998,,,,,,,,,,,
Monaco,2012,,,,,,,,0.576463195,,,,,,,,,,,,,,,,,1.672399998,,,,,,,,,,,
Monaco,2013,,,,,,,,0.330967045,,,,,,,,,,,,,,,,,1.207640052,,,,,,,,,,,
